opening_balance_id,product_id,warehouse_id,balance_date,opening_units
IP01511-W009,IP01511,W009,2023-01-01,424
IP01511-W010,IP01511,W010,2023-01-01,243
IP01511-W011,IP01511,W011,2023-01-01,207
IP01511-W012,IP01511,W012,2023-01-01,429
IP01512-W001,IP01512,W001,2023-01-01,355
IP01512-W002,IP01512,W002,2023-01-01,337
IP01512-W003,IP01512,W003,2023-01-01,204
IP01512-W004,IP01512,W004,2023-01-01,226
IP01512-W005,IP01512,W005,2023-01-01,219
IP01512-W006,IP01512,W006,2023-01-01,175
IP01512-W007,IP01512,W007,2023-01-01,365
IP01512-W008,IP01512,W008,2023-01-01,164
IP01512-W009,IP01512,W009,2023-01-01,161
IP01512-W010,IP01512,W010,2023-01-01,89
IP01512-W011,IP01512,W011,2023-01-01,390
IP01512-W012,IP01512,W012,2023-01-01,201
IP01513-W001,IP01513,W001,2023-01-01,218
IP01513-W002,IP01513,W002,2023-01-01,183
IP01513-W003,IP01513,W003,2023-01-01,239
IP01513-W004,IP01513,W004,2023-01-01,251
IP01513-W005,IP01513,W005,2023-01-01,370
IP01513-W006,IP01513,W006,2023-01-01,374
IP01513-W007,IP01513,W007,2023-01-01,118
IP01513-W008,IP01513,W008,2023-01-01,382
IP01513-W009,IP01513,W009,2023-01-01,286
IP01513-W010,IP01513,W010,2023-01-01,125
IP01513-W011,IP01513,W011,2023-01-01,286
IP01513-W012,IP01513,W012,2023-01-01,180
IP01514-W001,IP01514,W001,2023-01-01,165
IP01514-W002,IP01514,W002,2023-01-01,418
IP01514-W003,IP01514,W003,2023-01-01,135
IP01514-W004,IP01514,W004,2023-01-01,442
IP01514-W005,IP01514,W005,2023-01-01,405
IP01514-W006,IP01514,W006,2023-01-01,390
IP01514-W007,IP01514,W007,2023-01-01,185
IP01514-W008,IP01514,W008,2023-01-01,115
IP01514-W009,IP01514,W009,2023-01-01,208
IP01514-W010,IP01514,W010,2023-01-01,383
IP01514-W011,IP01514,W011,2023-01-01,195
IP01514-W012,IP01514,W012,2023-01-01,360
IP01515-W001,IP01515,W001,2023-01-01,175
IP01515-W002,IP01515,W002,2023-01-01,332
IP01515-W003,IP01515,W003,2023-01-01,216
IP01515-W004,IP01515,W004,2023-01-01,134
IP01515-W005,IP01515,W005,2023-01-01,387
IP01515-W006,IP01515,W006,2023-01-01,238
IP01515-W007,IP01515,W007,2023-01-01,219
IP01515-W008,IP01515,W008,2023-01-01,93
IP01515-W009,IP01515,W009,2023-01-01,79
IP01515-W010,IP01515,W010,2023-01-01,444
IP01515-W011,IP01515,W011,2023-01-01,80
IP01515-W012,IP01515,W012,2023-01-01,213
IP01516-W001,IP01516,W001,2023-01-01,238
IP01516-W002,IP01516,W002,2023-01-01,218
IP01516-W003,IP01516,W003,2023-01-01,221
IP01516-W004,IP01516,W004,2023-01-01,263
IP01516-W005,IP01516,W005,2023-01-01,215
IP01516-W006,IP01516,W006,2023-01-01,203
IP01516-W007,IP01516,W007,2023-01-01,408
IP01516-W008,IP01516,W008,2023-01-01,404
IP01516-W009,IP01516,W009,2023-01-01,316
IP01516-W010,IP01516,W010,2023-01-01,442
IP01516-W011,IP01516,W011,2023-01-01,378
IP01516-W012,IP01516,W012,2023-01-01,401
IP01517-W001,IP01517,W001,2023-01-01,419
IP01517-W002,IP01517,W002,2023-01-01,227
IP01517-W003,IP01517,W003,2023-01-01,419
IP01517-W004,IP01517,W004,2023-01-01,128
IP01517-W005,IP01517,W005,2023-01-01,326
IP01517-W006,IP01517,W006,2023-01-01,239
IP01517-W007,IP01517,W007,2023-01-01,236
IP01517-W008,IP01517,W008,2023-01-01,369
IP01517-W009,IP01517,W009,2023-01-01,179
IP01517-W010,IP01517,W010,2023-01-01,148
IP01517-W011,IP01517,W011,2023-01-01,187
IP01517-W012,IP01517,W012,2023-01-01,150
IP01518-W001,IP01518,W001,2023-01-01,347
IP01518-W002,IP01518,W002,2023-01-01,326
IP01518-W003,IP01518,W003,2023-01-01,246
IP01518-W004,IP01518,W004,2023-01-01,422
IP01518-W005,IP01518,W005,2023-01-01,269
IP01518-W006,IP01518,W006,2023-01-01,427
IP01518-W007,IP01518,W007,2023-01-01,336
IP01518-W008,IP01518,W008,2023-01-01,93
IP01518-W009,IP01518,W009,2023-01-01,114
IP01518-W010,IP01518,W010,2023-01-01,305
IP01518-W011,IP01518,W011,2023-01-01,415
IP01518-W012,IP01518,W012,2023-01-01,298
IP01519-W001,IP01519,W001,2023-01-01,433
IP01519-W002,IP01519,W002,2023-01-01,303
IP01519-W003,IP01519,W003,2023-01-01,114
IP01519-W004,IP01519,W004,2023-01-01,293
IP01519-W005,IP01519,W005,2023-01-01,100
IP01519-W006,IP01519,W006,2023-01-01,384
IP01519-W007,IP01519,W007,2023-01-01,86
IP01519-W008,IP01519,W008,2023-01-01,192
IP01519-W009,IP01519,W009,2023-01-01,159
IP01519-W010,IP01519,W010,2023-01-01,336
IP01519-W011,IP01519,W011,2023-01-01,93
IP01519-W012,IP01519,W012,2023-01-01,75
IP01520-W001,IP01520,W001,2023-01-01,389
IP01520-W002,IP01520,W002,2023-01-01,254
IP01520-W003,IP01520,W003,2023-01-01,108
IP01520-W004,IP01520,W004,2023-01-01,292
IP01520-W005,IP01520,W005,2023-01-01,115
IP01520-W006,IP01520,W006,2023-01-01,417
IP01520-W007,IP01520,W007,2023-01-01,204
IP01520-W008,IP01520,W008,2023-01-01,350
IP01520-W009,IP01520,W009,2023-01-01,206
IP01520-W010,IP01520,W010,2023-01-01,124
IP01520-W011,IP01520,W011,2023-01-01,231
IP01520-W012,IP01520,W012,2023-01-01,107
IP01521-W001,IP01521,W001,2023-01-01,252
IP01521-W002,IP01521,W002,2023-01-01,450
IP01521-W003,IP01521,W003,2023-01-01,376
IP01521-W004,IP01521,W004,2023-01-01,361
IP01521-W005,IP01521,W005,2023-01-01,86
IP01521-W006,IP01521,W006,2023-01-01,186
IP01521-W007,IP01521,W007,2023-01-01,292
IP01521-W008,IP01521,W008,2023-01-01,88
IP01521-W009,IP01521,W009,2023-01-01,171
IP01521-W010,IP01521,W010,2023-01-01,368
IP01521-W011,IP01521,W011,2023-01-01,200
IP01521-W012,IP01521,W012,2023-01-01,446
IP01522-W001,IP01522,W001,2023-01-01,404
IP01522-W002,IP01522,W002,2023-01-01,439
IP01522-W003,IP01522,W003,2023-01-01,183
IP01522-W004,IP01522,W004,2023-01-01,160
IP01522-W005,IP01522,W005,2023-01-01,339
IP01522-W006,IP01522,W006,2023-01-01,258
IP01522-W007,IP01522,W007,2023-01-01,117
IP01522-W008,IP01522,W008,2023-01-01,135
IP01522-W009,IP01522,W009,2023-01-01,421
IP01522-W010,IP01522,W010,2023-01-01,366
IP01522-W011,IP01522,W011,2023-01-01,390
IP01522-W012,IP01522,W012,2023-01-01,367
IP01523-W001,IP01523,W001,2023-01-01,277
IP01523-W002,IP01523,W002,2023-01-01,182
IP01523-W003,IP01523,W003,2023-01-01,416
IP01523-W004,IP01523,W004,2023-01-01,215
IP01523-W005,IP01523,W005,2023-01-01,287
IP01523-W006,IP01523,W006,2023-01-01,193
IP01523-W007,IP01523,W007,2023-01-01,196
IP01523-W008,IP01523,W008,2023-01-01,255
IP01523-W009,IP01523,W009,2023-01-01,106
IP01523-W010,IP01523,W010,2023-01-01,293
IP01523-W011,IP01523,W011,2023-01-01,189
IP01523-W012,IP01523,W012,2023-01-01,208
IP01524-W001,IP01524,W001,2023-01-01,393
IP01524-W002,IP01524,W002,2023-01-01,406
IP01524-W003,IP01524,W003,2023-01-01,350
IP01524-W004,IP01524,W004,2023-01-01,187
IP01524-W005,IP01524,W005,2023-01-01,160
IP01524-W006,IP01524,W006,2023-01-01,298
IP01524-W007,IP01524,W007,2023-01-01,354
IP01524-W008,IP01524,W008,2023-01-01,322
IP01524-W009,IP01524,W009,2023-01-01,410
IP01524-W010,IP01524,W010,2023-01-01,194
IP01524-W011,IP01524,W011,2023-01-01,152
IP01524-W012,IP01524,W012,2023-01-01,159
IP01525-W001,IP01525,W001,2023-01-01,384
IP01525-W002,IP01525,W002,2023-01-01,377
IP01525-W003,IP01525,W003,2023-01-01,168
IP01525-W004,IP01525,W004,2023-01-01,99
IP01525-W005,IP01525,W005,2023-01-01,450
IP01525-W006,IP01525,W006,2023-01-01,396
IP01525-W007,IP01525,W007,2023-01-01,150
IP01525-W008,IP01525,W008,2023-01-01,218
IP01525-W009,IP01525,W009,2023-01-01,242
IP01525-W010,IP01525,W010,2023-01-01,206
IP01525-W011,IP01525,W011,2023-01-01,279
IP01525-W012,IP01525,W012,2023-01-01,435
IP01526-W001,IP01526,W001,2023-01-01,328
IP01526-W002,IP01526,W002,2023-01-01,354
IP01526-W003,IP01526,W003,2023-01-01,433
IP01526-W004,IP01526,W004,2023-01-01,84
IP01526-W005,IP01526,W005,2023-01-01,297
IP01526-W006,IP01526,W006,2023-01-01,93
IP01526-W007,IP01526,W007,2023-01-01,294
IP01526-W008,IP01526,W008,2023-01-01,421
IP01526-W009,IP01526,W009,2023-01-01,337
IP01526-W010,IP01526,W010,2023-01-01,426
IP01526-W011,IP01526,W011,2023-01-01,435
IP01526-W012,IP01526,W012,2023-01-01,102
IP01527-W001,IP01527,W001,2023-01-01,201
IP01527-W002,IP01527,W002,2023-01-01,190
IP01527-W003,IP01527,W003,2023-01-01,84
IP01527-W004,IP01527,W004,2023-01-01,123
IP01527-W005,IP01527,W005,2023-01-01,99
IP01527-W006,IP01527,W006,2023-01-01,218
IP01527-W007,IP01527,W007,2023-01-01,384
IP01527-W008,IP01527,W008,2023-01-01,352
IP01527-W009,IP01527,W009,2023-01-01,423
IP01527-W010,IP01527,W010,2023-01-01,237
IP01527-W011,IP01527,W011,2023-01-01,318
IP01527-W012,IP01527,W012,2023-01-01,313
IP01528-W001,IP01528,W001,2023-01-01,344
IP01528-W002,IP01528,W002,2023-01-01,100
IP01528-W003,IP01528,W003,2023-01-01,292
IP01528-W004,IP01528,W004,2023-01-01,142
IP01528-W005,IP01528,W005,2023-01-01,346
IP01528-W006,IP01528,W006,2023-01-01,357
IP01528-W007,IP01528,W007,2023-01-01,207
IP01528-W008,IP01528,W008,2023-01-01,176
IP01528-W009,IP01528,W009,2023-01-01,129
IP01528-W010,IP01528,W010,2023-01-01,151
IP01528-W011,IP01528,W011,2023-01-01,265
IP01528-W012,IP01528,W012,2023-01-01,77
IP01529-W001,IP01529,W001,2023-01-01,344
IP01529-W002,IP01529,W002,2023-01-01,273
IP01529-W003,IP01529,W003,2023-01-01,266
IP01529-W004,IP01529,W004,2023-01-01,288
IP01529-W005,IP01529,W005,2023-01-01,278
IP01529-W006,IP01529,W006,2023-01-01,200
IP01529-W007,IP01529,W007,2023-01-01,264
IP01529-W008,IP01529,W008,2023-01-01,333
IP01529-W009,IP01529,W009,2023-01-01,83
IP01529-W010,IP01529,W010,2023-01-01,400
IP01529-W011,IP01529,W011,2023-01-01,211
IP01529-W012,IP01529,W012,2023-01-01,374
IP01530-W001,IP01530,W001,2023-01-01,302
IP01530-W002,IP01530,W002,2023-01-01,338
IP01530-W003,IP01530,W003,2023-01-01,359
IP01530-W004,IP01530,W004,2023-01-01,83
IP01530-W005,IP01530,W005,2023-01-01,80
IP01530-W006,IP01530,W006,2023-01-01,419
IP01530-W007,IP01530,W007,2023-01-01,296
IP01530-W008,IP01530,W008,2023-01-01,442
IP01530-W009,IP01530,W009,2023-01-01,308
IP01530-W010,IP01530,W010,2023-01-01,150
IP01530-W011,IP01530,W011,2023-01-01,433
IP01530-W012,IP01530,W012,2023-01-01,76
IP01531-W001,IP01531,W001,2023-01-01,238
IP01531-W002,IP01531,W002,2023-01-01,408
IP01531-W003,IP01531,W003,2023-01-01,279
IP01531-W004,IP01531,W004,2023-01-01,306
IP01531-W005,IP01531,W005,2023-01-01,187
IP01531-W006,IP01531,W006,2023-01-01,417
IP01531-W007,IP01531,W007,2023-01-01,161
IP01531-W008,IP01531,W008,2023-01-01,425
IP01531-W009,IP01531,W009,2023-01-01,266
IP01531-W010,IP01531,W010,2023-01-01,244
IP01531-W011,IP01531,W011,2023-01-01,415
IP01531-W012,IP01531,W012,2023-01-01,180
IP01532-W001,IP01532,W001,2023-01-01,192
IP01532-W002,IP01532,W002,2023-01-01,345
IP01532-W003,IP01532,W003,2023-01-01,169
IP01532-W004,IP01532,W004,2023-01-01,379
IP01532-W005,IP01532,W005,2023-01-01,106
IP01532-W006,IP01532,W006,2023-01-01,406
IP01532-W007,IP01532,W007,2023-01-01,323
IP01532-W008,IP01532,W008,2023-01-01,450
IP01532-W009,IP01532,W009,2023-01-01,343
IP01532-W010,IP01532,W010,2023-01-01,105
IP01532-W011,IP01532,W011,2023-01-01,261
IP01532-W012,IP01532,W012,2023-01-01,147
IP01533-W001,IP01533,W001,2023-01-01,174
IP01533-W002,IP01533,W002,2023-01-01,400
IP01533-W003,IP01533,W003,2023-01-01,183
IP01533-W004,IP01533,W004,2023-01-01,442
IP01533-W005,IP01533,W005,2023-01-01,419
IP01533-W006,IP01533,W006,2023-01-01,86
IP01533-W007,IP01533,W007,2023-01-01,354
IP01533-W008,IP01533,W008,2023-01-01,167
IP01533-W009,IP01533,W009,2023-01-01,417
IP01533-W010,IP01533,W010,2023-01-01,241
IP01533-W011,IP01533,W011,2023-01-01,216
IP01533-W012,IP01533,W012,2023-01-01,84
IP01534-W001,IP01534,W001,2023-01-01,119
IP01534-W002,IP01534,W002,2023-01-01,447
IP01534-W003,IP01534,W003,2023-01-01,285
IP01534-W004,IP01534,W004,2023-01-01,339
IP01534-W005,IP01534,W005,2023-01-01,158
IP01534-W006,IP01534,W006,2023-01-01,187
IP01534-W007,IP01534,W007,2023-01-01,386
IP01534-W008,IP01534,W008,2023-01-01,407
IP01534-W009,IP01534,W009,2023-01-01,82
IP01534-W010,IP01534,W010,2023-01-01,345
IP01534-W011,IP01534,W011,2023-01-01,169
IP01534-W012,IP01534,W012,2023-01-01,356
IP01535-W001,IP01535,W001,2023-01-01,343
IP01535-W002,IP01535,W002,2023-01-01,103
IP01535-W003,IP01535,W003,2023-01-01,371
IP01535-W004,IP01535,W004,2023-01-01,288
IP01535-W005,IP01535,W005,2023-01-01,128
IP01535-W006,IP01535,W006,2023-01-01,134
IP01535-W007,IP01535,W007,2023-01-01,367
IP01535-W008,IP01535,W008,2023-01-01,87
IP01535-W009,IP01535,W009,2023-01-01,219
IP01535-W010,IP01535,W010,2023-01-01,265
IP01535-W011,IP01535,W011,2023-01-01,111
IP01535-W012,IP01535,W012,2023-01-01,302
IP01536-W001,IP01536,W001,2023-01-01,302
IP01536-W002,IP01536,W002,2023-01-01,188
IP01536-W003,IP01536,W003,2023-01-01,317
IP01536-W004,IP01536,W004,2023-01-01,439
IP01536-W005,IP01536,W005,2023-01-01,144
IP01536-W006,IP01536,W006,2023-01-01,270
IP01536-W007,IP01536,W007,2023-01-01,152
IP01536-W008,IP01536,W008,2023-01-01,344
IP01536-W009,IP01536,W009,2023-01-01,384
IP01536-W010,IP01536,W010,2023-01-01,278
IP01536-W011,IP01536,W011,2023-01-01,366
IP01536-W012,IP01536,W012,2023-01-01,155
IP01537-W001,IP01537,W001,2023-01-01,281
IP01537-W002,IP01537,W002,2023-01-01,113
IP01537-W003,IP01537,W003,2023-01-01,443
IP01537-W004,IP01537,W004,2023-01-01,348
IP01537-W005,IP01537,W005,2023-01-01,411
IP01537-W006,IP01537,W006,2023-01-01,84
IP01537-W007,IP01537,W007,2023-01-01,240
IP01537-W008,IP01537,W008,2023-01-01,362
IP01537-W009,IP01537,W009,2023-01-01,218
IP01537-W010,IP01537,W010,2023-01-01,202
IP01537-W011,IP01537,W011,2023-01-01,449
IP01537-W012,IP01537,W012,2023-01-01,78
IP01538-W001,IP01538,W001,2023-01-01,278
IP01538-W002,IP01538,W002,2023-01-01,121
IP01538-W003,IP01538,W003,2023-01-01,315
IP01538-W004,IP01538,W004,2023-01-01,237
IP01538-W005,IP01538,W005,2023-01-01,103
IP01538-W006,IP01538,W006,2023-01-01,175
IP01538-W007,IP01538,W007,2023-01-01,191
IP01538-W008,IP01538,W008,2023-01-01,322
IP01538-W009,IP01538,W009,2023-01-01,264
IP01538-W010,IP01538,W010,2023-01-01,233
IP01538-W011,IP01538,W011,2023-01-01,292
IP01538-W012,IP01538,W012,2023-01-01,339
IP01539-W001,IP01539,W001,2023-01-01,399
IP01539-W002,IP01539,W002,2023-01-01,124
IP01539-W003,IP01539,W003,2023-01-01,417
IP01539-W004,IP01539,W004,2023-01-01,89
IP01539-W005,IP01539,W005,2023-01-01,304
IP01539-W006,IP01539,W006,2023-01-01,199
IP01539-W007,IP01539,W007,2023-01-01,153
IP01539-W008,IP01539,W008,2023-01-01,217
IP01539-W009,IP01539,W009,2023-01-01,238
IP01539-W010,IP01539,W010,2023-01-01,375
IP01539-W011,IP01539,W011,2023-01-01,101
IP01539-W012,IP01539,W012,2023-01-01,81
IP01540-W001,IP01540,W001,2023-01-01,293
IP01540-W002,IP01540,W002,2023-01-01,255
IP01540-W003,IP01540,W003,2023-01-01,267
IP01540-W004,IP01540,W004,2023-01-01,102
IP01540-W005,IP01540,W005,2023-01-01,370
IP01540-W006,IP01540,W006,2023-01-01,236
IP01540-W007,IP01540,W007,2023-01-01,417
IP01540-W008,IP01540,W008,2023-01-01,232
IP01540-W009,IP01540,W009,2023-01-01,430
IP01540-W010,IP01540,W010,2023-01-01,134
IP01540-W011,IP01540,W011,2023-01-01,268
IP01540-W012,IP01540,W012,2023-01-01,419
IP01541-W001,IP01541,W001,2023-01-01,396
IP01541-W002,IP01541,W002,2023-01-01,345
IP01541-W003,IP01541,W003,2023-01-01,148
IP01541-W004,IP01541,W004,2023-01-01,412
IP01541-W005,IP01541,W005,2023-01-01,162
IP01541-W006,IP01541,W006,2023-01-01,261
IP01541-W007,IP01541,W007,2023-01-01,131
IP01541-W008,IP01541,W008,2023-01-01,140
IP01541-W009,IP01541,W009,2023-01-01,295
IP01541-W010,IP01541,W010,2023-01-01,406
IP01541-W011,IP01541,W011,2023-01-01,410
IP01541-W012,IP01541,W012,2023-01-01,398
IP01542-W001,IP01542,W001,2023-01-01,202
IP01542-W002,IP01542,W002,2023-01-01,373
IP01542-W003,IP01542,W003,2023-01-01,357
IP01542-W004,IP01542,W004,2023-01-01,433
IP01542-W005,IP01542,W005,2023-01-01,212
IP01542-W006,IP01542,W006,2023-01-01,216
IP01542-W007,IP01542,W007,2023-01-01,329
IP01542-W008,IP01542,W008,2023-01-01,351
IP01542-W009,IP01542,W009,2023-01-01,214
IP01542-W010,IP01542,W010,2023-01-01,263
IP01542-W011,IP01542,W011,2023-01-01,340
IP01542-W012,IP01542,W012,2023-01-01,266
IP01543-W001,IP01543,W001,2023-01-01,448
IP01543-W002,IP01543,W002,2023-01-01,115
IP01543-W003,IP01543,W003,2023-01-01,123
IP01543-W004,IP01543,W004,2023-01-01,328
IP01543-W005,IP01543,W005,2023-01-01,355
IP01543-W006,IP01543,W006,2023-01-01,247
IP01543-W007,IP01543,W007,2023-01-01,262
IP01543-W008,IP01543,W008,2023-01-01,268
IP01543-W009,IP01543,W009,2023-01-01,139
IP01543-W010,IP01543,W010,2023-01-01,415
IP01543-W011,IP01543,W011,2023-01-01,85
IP01543-W012,IP01543,W012,2023-01-01,84
IP01544-W001,IP01544,W001,2023-01-01,309
IP01544-W002,IP01544,W002,2023-01-01,439
IP01544-W003,IP01544,W003,2023-01-01,423
IP01544-W004,IP01544,W004,2023-01-01,235
IP01544-W005,IP01544,W005,2023-01-01,394
IP01544-W006,IP01544,W006,2023-01-01,440
IP01544-W007,IP01544,W007,2023-01-01,315
IP01544-W008,IP01544,W008,2023-01-01,190
IP01544-W009,IP01544,W009,2023-01-01,195
IP01544-W010,IP01544,W010,2023-01-01,241
IP01544-W011,IP01544,W011,2023-01-01,349
IP01544-W012,IP01544,W012,2023-01-01,346
IP01545-W001,IP01545,W001,2023-01-01,99
IP01545-W002,IP01545,W002,2023-01-01,409
IP01545-W003,IP01545,W003,2023-01-01,424
IP01545-W004,IP01545,W004,2023-01-01,448
IP01545-W005,IP01545,W005,2023-01-01,383
IP01545-W006,IP01545,W006,2023-01-01,268
IP01545-W007,IP01545,W007,2023-01-01,355
IP01545-W008,IP01545,W008,2023-01-01,298
IP01545-W009,IP01545,W009,2023-01-01,214
IP01545-W010,IP01545,W010,2023-01-01,128
IP01545-W011,IP01545,W011,2023-01-01,384
IP01545-W012,IP01545,W012,2023-01-01,430
IP01546-W001,IP01546,W001,2023-01-01,262
IP01546-W002,IP01546,W002,2023-01-01,286
IP01546-W003,IP01546,W003,2023-01-01,239
IP01546-W004,IP01546,W004,2023-01-01,410
IP01546-W005,IP01546,W005,2023-01-01,162
IP01546-W006,IP01546,W006,2023-01-01,208
IP01546-W007,IP01546,W007,2023-01-01,281
IP01546-W008,IP01546,W008,2023-01-01,378
IP01546-W009,IP01546,W009,2023-01-01,359
IP01546-W010,IP01546,W010,2023-01-01,195
IP01546-W011,IP01546,W011,2023-01-01,195
IP01546-W012,IP01546,W012,2023-01-01,301
IP01547-W001,IP01547,W001,2023-01-01,206
IP01547-W002,IP01547,W002,2023-01-01,198
IP01547-W003,IP01547,W003,2023-01-01,90
IP01547-W004,IP01547,W004,2023-01-01,223
IP01547-W005,IP01547,W005,2023-01-01,445
IP01547-W006,IP01547,W006,2023-01-01,276
IP01547-W007,IP01547,W007,2023-01-01,323
IP01547-W008,IP01547,W008,2023-01-01,328
IP01547-W009,IP01547,W009,2023-01-01,191
IP01547-W010,IP01547,W010,2023-01-01,113
IP01547-W011,IP01547,W011,2023-01-01,209
IP01547-W012,IP01547,W012,2023-01-01,108
IP01548-W001,IP01548,W001,2023-01-01,186
IP01548-W002,IP01548,W002,2023-01-01,356
IP01548-W003,IP01548,W003,2023-01-01,85
IP01548-W004,IP01548,W004,2023-01-01,342
IP01548-W005,IP01548,W005,2023-01-01,321
IP01548-W006,IP01548,W006,2023-01-01,320
IP01548-W007,IP01548,W007,2023-01-01,232
IP01548-W008,IP01548,W008,2023-01-01,142
IP01548-W009,IP01548,W009,2023-01-01,379
IP01548-W010,IP01548,W010,2023-01-01,340
IP01548-W011,IP01548,W011,2023-01-01,122
IP01548-W012,IP01548,W012,2023-01-01,120
IP01549-W001,IP01549,W001,2023-01-01,340
IP01549-W002,IP01549,W002,2023-01-01,192
IP01549-W003,IP01549,W003,2023-01-01,382
IP01549-W004,IP01549,W004,2023-01-01,96
IP01549-W005,IP01549,W005,2023-01-01,259
IP01549-W006,IP01549,W006,2023-01-01,247
IP01549-W007,IP01549,W007,2023-01-01,324
IP01549-W008,IP01549,W008,2023-01-01,293
IP01549-W009,IP01549,W009,2023-01-01,333
IP01549-W010,IP01549,W010,2023-01-01,218
IP01549-W011,IP01549,W011,2023-01-01,450
IP01549-W012,IP01549,W012,2023-01-01,419
IP01550-W001,IP01550,W001,2023-01-01,105
IP01550-W002,IP01550,W002,2023-01-01,296
IP01550-W003,IP01550,W003,2023-01-01,416
IP01550-W004,IP01550,W004,2023-01-01,350
IP01550-W005,IP01550,W005,2023-01-01,198
IP01550-W006,IP01550,W006,2023-01-01,273
IP01550-W007,IP01550,W007,2023-01-01,211
IP01550-W008,IP01550,W008,2023-01-01,402
IP01550-W009,IP01550,W009,2023-01-01,450
IP01550-W010,IP01550,W010,2023-01-01,84
IP01550-W011,IP01550,W011,2023-01-01,221
IP01550-W012,IP01550,W012,2023-01-01,114
IP01551-W001,IP01551,W001,2023-01-01,94
IP01551-W002,IP01551,W002,2023-01-01,342
IP01551-W003,IP01551,W003,2023-01-01,367
IP01551-W004,IP01551,W004,2023-01-01,442
IP01551-W005,IP01551,W005,2023-01-01,119
IP01551-W006,IP01551,W006,2023-01-01,399
IP01551-W007,IP01551,W007,2023-01-01,140
IP01551-W008,IP01551,W008,2023-01-01,304
IP01551-W009,IP01551,W009,2023-01-01,417
IP01551-W010,IP01551,W010,2023-01-01,434
IP01551-W011,IP01551,W011,2023-01-01,76
IP01551-W012,IP01551,W012,2023-01-01,248
IP01552-W001,IP01552,W001,2023-01-01,113
IP01552-W002,IP01552,W002,2023-01-01,260
IP01552-W003,IP01552,W003,2023-01-01,173
IP01552-W004,IP01552,W004,2023-01-01,92
IP01552-W005,IP01552,W005,2023-01-01,241
IP01552-W006,IP01552,W006,2023-01-01,213
IP01552-W007,IP01552,W007,2023-01-01,348
IP01552-W008,IP01552,W008,2023-01-01,354
IP01552-W009,IP01552,W009,2023-01-01,169
IP01552-W010,IP01552,W010,2023-01-01,339
IP01552-W011,IP01552,W011,2023-01-01,160
IP01552-W012,IP01552,W012,2023-01-01,221
IP01553-W001,IP01553,W001,2023-01-01,330
IP01553-W002,IP01553,W002,2023-01-01,256
IP01553-W003,IP01553,W003,2023-01-01,413
IP01553-W004,IP01553,W004,2023-01-01,177
IP01553-W005,IP01553,W005,2023-01-01,398
IP01553-W006,IP01553,W006,2023-01-01,245
IP01553-W007,IP01553,W007,2023-01-01,322
IP01553-W008,IP01553,W008,2023-01-01,298
IP01553-W009,IP01553,W009,2023-01-01,383
IP01553-W010,IP01553,W010,2023-01-01,89
IP01553-W011,IP01553,W011,2023-01-01,382
IP01553-W012,IP01553,W012,2023-01-01,124
IP01554-W001,IP01554,W001,2023-01-01,257
IP01554-W002,IP01554,W002,2023-01-01,314
IP01554-W003,IP01554,W003,2023-01-01,75
IP01554-W004,IP01554,W004,2023-01-01,160
IP01554-W005,IP01554,W005,2023-01-01,335
IP01554-W006,IP01554,W006,2023-01-01,288
IP01554-W007,IP01554,W007,2023-01-01,396
IP01554-W008,IP01554,W008,2023-01-01,150
IP01554-W009,IP01554,W009,2023-01-01,351
IP01554-W010,IP01554,W010,2023-01-01,202
IP01554-W011,IP01554,W011,2023-01-01,94
IP01554-W012,IP01554,W012,2023-01-01,273
IP01555-W001,IP01555,W001,2023-01-01,314
IP01555-W002,IP01555,W002,2023-01-01,232
IP01555-W003,IP01555,W003,2023-01-01,355
IP01555-W004,IP01555,W004,2023-01-01,165
IP01555-W005,IP01555,W005,2023-01-01,229
IP01555-W006,IP01555,W006,2023-01-01,190
IP01555-W007,IP01555,W007,2023-01-01,338
IP01555-W008,IP01555,W008,2023-01-01,333
IP01555-W009,IP01555,W009,2023-01-01,327
IP01555-W010,IP01555,W010,2023-01-01,115
IP01555-W011,IP01555,W011,2023-01-01,330
IP01555-W012,IP01555,W012,2023-01-01,319
IP01556-W001,IP01556,W001,2023-01-01,411
IP01556-W002,IP01556,W002,2023-01-01,446
IP01556-W003,IP01556,W003,2023-01-01,97
IP01556-W004,IP01556,W004,2023-01-01,206
IP01556-W005,IP01556,W005,2023-01-01,103
IP01556-W006,IP01556,W006,2023-01-01,328
IP01556-W007,IP01556,W007,2023-01-01,238
IP01556-W008,IP01556,W008,2023-01-01,242
IP01556-W009,IP01556,W009,2023-01-01,433
IP01556-W010,IP01556,W010,2023-01-01,331
IP01556-W011,IP01556,W011,2023-01-01,76
IP01556-W012,IP01556,W012,2023-01-01,195
IP01557-W001,IP01557,W001,2023-01-01,204
IP01557-W002,IP01557,W002,2023-01-01,346
IP01557-W003,IP01557,W003,2023-01-01,450
IP01557-W004,IP01557,W004,2023-01-01,358
IP01557-W005,IP01557,W005,2023-01-01,82
IP01557-W006,IP01557,W006,2023-01-01,412
IP01557-W007,IP01557,W007,2023-01-01,387
IP01557-W008,IP01557,W008,2023-01-01,392
IP01557-W009,IP01557,W009,2023-01-01,392
IP01557-W010,IP01557,W010,2023-01-01,290
IP01557-W011,IP01557,W011,2023-01-01,288
IP01557-W012,IP01557,W012,2023-01-01,346
IP01558-W001,IP01558,W001,2023-01-01,129
IP01558-W002,IP01558,W002,2023-01-01,187
