purchase_order_line_id,purchase_order_id,product_id,quantity_ordered,quantity_received,unit_cost
POL0021124,PO007086,IP02287,81,22,639.03
POL0021125,PO007086,IP00787,167,9,119.07
POL0021126,PO007087,IP00119,236,236,585.51
POL0021127,PO007087,IP02119,485,485,695.37
POL0021128,PO007087,IP00619,503,503,356.39
POL0021129,PO007087,IP02369,240,240,224.48
POL0021130,PO007087,IP01369,200,200,200.91
POL0021131,PO007088,IP01899,581,581,140.04
POL0021132,PO007088,IP02399,361,361,141.33
POL0021133,PO007088,IP01649,517,517,332.24
POL0021134,PO007089,IP02286,343,93,565.93
POL0021135,PO007089,IP02036,161,119,493.13
POL0021136,PO007089,IP00036,213,193,245.74
POL0021137,PO007089,IP00536,154,28,205.15
POL0021138,PO007090,IP01462,223,0,804.25
POL0021139,PO007090,IP02212,448,0,590.03
POL0021140,PO007090,IP00462,477,0,674.1
POL0021141,PO007091,IP02108,494,494,552.84
POL0021142,PO007091,IP00858,452,452,562.02
POL0021143,PO007091,IP00608,143,143,4.33
POL0021144,PO007091,IP01608,211,211,412.46
POL0021145,PO007092,IP01658,50,50,654.87
POL0021146,PO007092,IP02158,377,377,267.91
POL0021147,PO007092,IP02408,410,410,150.63
POL0021148,PO007092,IP00908,137,137,493
POL0021149,PO007092,IP00658,507,507,301.02
POL0021150,PO007093,IP00423,595,595,758.77
POL0021151,PO007093,IP01923,283,283,648.72
POL0021152,PO007093,IP02423,478,478,217.46
POL0021153,PO007093,IP00173,597,597,530.83
POL0021154,PO007094,IP02102,103,103,201.73
POL0021155,PO007094,IP01352,187,187,111.29
POL0021156,PO007094,IP01102,521,521,643.35
POL0021157,PO007095,IP01757,346,346,266.14
POL0021158,PO007095,IP01507,335,335,130.62
POL0021159,PO007095,IP00507,208,208,120.76
POL0021160,PO007095,IP01007,345,345,599.31
POL0021161,PO007096,IP01353,410,410,773.86
POL0021162,PO007096,IP01603,100,100,162.81
POL0021163,PO007096,IP02353,475,475,849.41
POL0021164,PO007096,IP01853,389,389,465.56
POL0021165,PO007096,IP02103,576,576,41.67
POL0021166,PO007097,IP01541,579,579,322.38
POL0021167,PO007098,IP02341,107,107,575.32
POL0021168,PO007098,IP02091,558,558,155.38
POL0021169,PO007099,IP01967,577,577,282.34
POL0021170,PO007099,IP01717,415,415,12.49
POL0021171,PO007099,IP00967,149,149,795.89
POL0021172,PO007099,IP00217,47,47,60.2
POL0021173,PO007099,IP02467,223,223,430.94
POL0021174,PO007100,IP00638,480,480,306.85
POL0021175,PO007100,IP02138,466,466,17.38
POL0021176,PO007100,IP01638,576,576,750.33
POL0021177,PO007100,IP00388,387,387,463.86
POL0021178,PO007101,IP00761,527,527,744.3
POL0021179,PO007101,IP00011,90,90,110.99
POL0021180,PO007101,IP00261,408,408,716.47
POL0021181,PO007101,IP01261,277,277,511.36
POL0021182,PO007101,IP01011,324,324,89.44
POL0021183,PO007102,IP00066,64,64,64.13
POL0021184,PO007102,IP00816,317,317,809.78
POL0021185,PO007102,IP00566,537,537,385.98
POL0021186,PO007103,IP02008,74,74,433.43
POL0021187,PO007103,IP00258,312,312,671.64
POL0021188,PO007104,IP01189,417,417,33.93
POL0021189,PO007104,IP00439,515,515,148.63
POL0021190,PO007105,IP00558,302,302,610.87
POL0021191,PO007105,IP02058,488,488,631.71
POL0021192,PO007105,IP00058,394,394,72.74
POL0021193,PO007106,IP02424,439,439,644.31
POL0021194,PO007106,IP00174,331,331,59.66
POL0021195,PO007106,IP01424,555,555,385.1
POL0021196,PO007106,IP00924,56,56,209.95
POL0021197,PO007107,IP01369,377,377,207.42
POL0021198,PO007107,IP00869,375,375,311.11
POL0021199,PO007108,IP00399,515,515,742.67
POL0021200,PO007108,IP01149,364,364,351.65
POL0021201,PO007108,IP00899,460,460,147.35
POL0021202,PO007108,IP02399,565,565,146.89
POL0021203,PO007109,IP00316,218,121,179.37
POL0021204,PO007109,IP02066,315,5,711.87
POL0021205,PO007110,IP02286,417,417,577.41
POL0021206,PO007110,IP00286,241,241,367.58
POL0021207,PO007110,IP00036,74,74,241.16
POL0021208,PO007110,IP02036,526,526,520.57
POL0021209,PO007110,IP00786,287,287,631.87
POL0021210,PO007111,IP02282,546,546,747.72
POL0021211,PO007112,IP01848,568,568,88.6
POL0021212,PO007112,IP01098,524,524,337.55
POL0021213,PO007113,IP00314,319,319,368.57
POL0021214,PO007113,IP01064,323,323,795.25
POL0021215,PO007114,IP00661,81,0,437.31
POL0021216,PO007114,IP00411,582,0,387.41
POL0021217,PO007114,IP01661,599,0,776.33
POL0021218,PO007114,IP01161,119,0,93.23
POL0021219,PO007115,IP01701,379,379,380.08
POL0021220,PO007115,IP00451,367,367,442.46
POL0021221,PO007116,IP01302,140,0,507.36
POL0021222,PO007116,IP00302,437,0,18.14
POL0021223,PO007116,IP00552,302,0,496.1
POL0021224,PO007116,IP00052,90,0,618.61
POL0021225,PO007117,IP01964,127,127,140.46
POL0021226,PO007117,IP01714,138,138,436.35
POL0021227,PO007118,IP01950,215,215,668.94
POL0021228,PO007118,IP00950,298,298,569.79
POL0021229,PO007118,IP00450,149,149,220.02
POL0021230,PO007119,IP00494,500,500,493.73
POL0021231,PO007119,IP01494,499,499,98.64
POL0021232,PO007119,IP02244,413,413,386.85
POL0021233,PO007120,IP02386,189,52,546.64
POL0021234,PO007120,IP01386,314,181,54.01
POL0021235,PO007120,IP01136,384,17,467.7
POL0021236,PO007121,IP01924,332,332,187.95
POL0021237,PO007121,IP02174,434,434,234.24
POL0021238,PO007121,IP00174,153,153,61.24
POL0021239,PO007122,IP01110,548,548,234.59
POL0021240,PO007122,IP00110,70,70,544.47
POL0021241,PO007122,IP02360,298,298,212.43
POL0021242,PO007123,IP00430,70,70,671.56
POL0021243,PO007123,IP00930,521,521,703.35
POL0021244,PO007124,IP00056,49,49,269.15
POL0021245,PO007124,IP00306,167,167,398.54
POL0021246,PO007124,IP01806,334,334,654.28
POL0021247,PO007124,IP00806,259,259,699.56
POL0021248,PO007124,IP01306,324,324,30.39
POL0021249,PO007125,IP00162,539,539,291.02
POL0021250,PO007125,IP02412,414,414,602.94
POL0021251,PO007126,IP00301,363,363,78.17
POL0021252,PO007126,IP01051,194,194,774.23
POL0021253,PO007126,IP02301,336,336,62.48
POL0021254,PO007126,IP01551,488,488,778.64
POL0021255,PO007126,IP01801,529,529,663.72
POL0021256,PO007127,IP01717,129,129,12.86
POL0021257,PO007127,IP01217,116,116,289.83
POL0021258,PO007127,IP00217,530,530,62.43
POL0021259,PO007127,IP01967,250,250,290.9
POL0021260,PO007127,IP00967,309,309,767.92
POL0021261,PO007128,IP00210,308,308,426.35
POL0021262,PO007128,IP01210,55,55,637.18
POL0021263,PO007128,IP01460,469,469,576.25
POL0021264,PO007128,IP01960,208,208,605.43
POL0021265,PO007128,IP02460,176,176,484.32
POL0021266,PO007129,IP01294,365,365,654.9
POL0021267,PO007129,IP00544,587,587,236.06
POL0021268,PO007129,IP01544,101,101,479.95
POL0021269,PO007129,IP00044,153,153,451.02
POL0021270,PO007130,IP00638,297,297,299.55
POL0021271,PO007130,IP01388,290,290,828.92
POL0021272,PO007131,IP00823,344,344,200.72
POL0021273,PO007131,IP00073,281,281,336.51
POL0021274,PO007131,IP02073,540,540,792.45
POL0021275,PO007131,IP01323,382,382,721.4
POL0021276,PO007132,IP00010,79,65,33.74
POL0021277,PO007133,IP01085,44,44,509.1
POL0021278,PO007133,IP01335,102,102,367.89
POL0021279,PO007133,IP02085,525,525,515.23
POL0021280,PO007133,IP00085,480,480,803.57
POL0021281,PO007133,IP00335,377,377,110.08
POL0021282,PO007134,IP02193,40,40,385.54
POL0021283,PO007134,IP01693,427,427,257.67
POL0021284,PO007134,IP00193,302,302,17.61
POL0021285,PO007135,IP01079,68,68,63.6
POL0021286,PO007135,IP00579,220,220,73.7
POL0021287,PO007135,IP02079,338,338,530.39
POL0021288,PO007136,IP01492,512,512,135.27
POL0021289,PO007137,IP00946,108,108,110.48
POL0021290,PO007137,IP01196,212,212,34.87
POL0021291,PO007137,IP01946,279,279,743.18
POL0021292,PO007137,IP01696,202,202,759.28
POL0021293,PO007138,IP01959,315,315,827.77
POL0021294,PO007139,IP02444,292,292,638.23
POL0021295,PO007139,IP00694,199,199,104.13
POL0021296,PO007139,IP01194,131,131,51.41
POL0021297,PO007140,IP01100,153,153,840.34
POL0021298,PO007140,IP01350,181,181,365.48
POL0021299,PO007141,IP02261,304,304,282.78
POL0021300,PO007141,IP01511,381,381,406.16
POL0021301,PO007142,IP01828,208,208,824.43
POL0021302,PO007142,IP02078,237,237,750.17
POL0021303,PO007142,IP00328,587,587,453.93
POL0021304,PO007142,IP00078,109,109,354.72
POL0021305,PO007143,IP00232,537,537,52.48
POL0021306,PO007143,IP02232,586,586,216.06
POL0021307,PO007144,IP00732,505,505,495.44
POL0021308,PO007144,IP00982,596,596,45.51
POL0021309,PO007144,IP02482,582,582,848.56
POL0021310,PO007144,IP02232,583,583,218.23
POL0021311,PO007144,IP00232,52,52,51.93
POL0021312,PO007145,IP02390,55,55,181.25
POL0021313,PO007145,IP01140,111,111,328.89
POL0021314,PO007146,IP02160,412,336,353.78
POL0021315,PO007146,IP00910,306,209,832.04
POL0021316,PO007147,IP00881,377,377,137.09
POL0021317,PO007148,IP00271,276,276,72.19
POL0021318,PO007149,IP01732,28,28,805.9
POL0021319,PO007149,IP00982,125,125,46.38
POL0021320,PO007149,IP02232,298,298,231.27
POL0021321,PO007150,IP01611,453,174,93.85
POL0021322,PO007150,IP01361,436,237,306.75
POL0021323,PO007150,IP01111,66,53,561.63
POL0021324,PO007150,IP00361,496,106,732.32
POL0021325,PO007150,IP02361,292,242,603.8
POL0021326,PO007151,IP02059,287,287,614.32
POL0021327,PO007151,IP00059,299,299,545.83
POL0021328,PO007152,IP00471,173,173,27.15
POL0021329,PO007152,IP02221,415,415,464.58
POL0021330,PO007153,IP00820,152,152,270.93
POL0021331,PO007153,IP01570,486,486,803.24
POL0021332,PO007153,IP01320,206,206,341.49
POL0021333,PO007153,IP01070,176,176,276.46
POL0021334,PO007153,IP00320,208,208,409.13
POL0021335,PO007154,IP01123,466,466,271.52
POL0021336,PO007154,IP02123,182,182,521.91
POL0021337,PO007154,IP01373,458,458,420.57
POL0021338,PO007154,IP00873,466,466,296.78
POL0021339,PO007154,IP01623,150,150,321.99
POL0021340,PO007155,IP01407,77,77,813.37
POL0021341,PO007155,IP01907,455,455,550.26
POL0021342,PO007155,IP01157,108,108,333.08
POL0021343,PO007156,IP02249,185,0,238.24
POL0021344,PO007156,IP00999,218,0,4.31
POL0021345,PO007157,IP01268,498,498,293.29
POL0021346,PO007157,IP00768,596,596,791.37
POL0021347,PO007158,IP01374,460,460,369.78
POL0021348,PO007158,IP00374,527,527,540.85
POL0021349,PO007158,IP01124,517,517,49.56
POL0021350,PO007158,IP01624,449,449,121.2
POL0021351,PO007159,IP01960,513,513,608.3
POL0021352,PO007159,IP00710,34,34,154.67
POL0021353,PO007159,IP01210,166,166,629.66
POL0021354,PO007160,IP00395,253,253,611.74
POL0021355,PO007160,IP01645,109,109,4.11
POL0021356,PO007161,IP01807,560,560,235.63
POL0021357,PO007161,IP00057,312,312,388
POL0021358,PO007162,IP02055,573,573,778.74
POL0021359,PO007162,IP00055,367,367,12.69
POL0021360,PO007162,IP01305,123,123,518.91
POL0021361,PO007163,IP01414,163,163,184.02
POL0021362,PO007164,IP01376,546,546,721.86
POL0021363,PO007164,IP02376,166,166,655.68
POL0021364,PO007164,IP00126,328,328,736.18
POL0021365,PO007164,IP01126,432,432,281.82
POL0021366,PO007164,IP01876,497,497,629.28
POL0021367,PO007165,IP01824,563,563,407.26
POL0021368,PO007165,IP00324,143,143,230.25
POL0021369,PO007165,IP00074,57,57,434.75
POL0021370,PO007165,IP02074,572,572,193.02
POL0021371,PO007165,IP00824,490,490,602.23
POL0021372,PO007166,IP00370,227,227,64.26
POL0021373,PO007166,IP00870,443,443,576.94
POL0021374,PO007166,IP01120,181,181,631.52
POL0021375,PO007166,IP01370,182,182,636.26
POL0021376,PO007167,IP00709,92,92,348.66
POL0021377,PO007167,IP00959,461,461,31.31
POL0021378,PO007168,IP00577,23,23,68.59
POL0021379,PO007168,IP00327,556,556,620.99
POL0021380,PO007168,IP02327,380,380,4.79
POL0021381,PO007168,IP01577,247,247,531.75
POL0021382,PO007169,IP00314,77,77,389.27
POL0021383,PO007169,IP02064,447,447,52.31
POL0021384,PO007169,IP00064,108,108,500.06
POL0021385,PO007169,IP01064,70,70,762.57
POL0021386,PO007169,IP01314,250,250,305.87
POL0021387,PO007170,IP01195,202,202,292.99
POL0021388,PO007170,IP01945,552,552,253.41
POL0021389,PO007170,IP00695,523,523,560.95
POL0021390,PO007170,IP01445,500,500,466
POL0021391,PO007171,IP00040,295,295,507.21
POL0021392,PO007171,IP02290,470,470,514.41
POL0021393,PO007171,IP01290,450,450,442.48
POL0021394,PO007171,IP02040,107,107,53.26
POL0021395,PO007171,IP00790,211,211,48.82
POL0021396,PO007172,IP01802,344,344,729.84
POL0021397,PO007172,IP01052,97,97,703.54
POL0021398,PO007173,IP00720,371,371,375.34
POL0021399,PO007173,IP01970,197,197,418.16
POL0021400,PO007173,IP02220,453,453,411.02
POL0021401,PO007174,IP00012,212,212,763.94
POL0021402,PO007174,IP02012,456,456,179.77
POL0021403,PO007174,IP02262,406,406,150.17
POL0021404,PO007174,IP00512,181,181,456.62
POL0021405,PO007174,IP00762,547,547,669.47
POL0021406,PO007175,IP00705,181,0,259.88
POL0021407,PO007176,IP01817,210,210,687.09
POL0021408,PO007176,IP02317,78,78,813.64
POL0021409,PO007176,IP01567,426,426,163.3
POL0021410,PO007177,IP00790,291,291,49.17
POL0021411,PO007177,IP00040,481,481,480.91
POL0021412,PO007178,IP00827,115,115,526.95
POL0021413,PO007178,IP01327,66,66,214.71
POL0021414,PO007178,IP00077,243,243,147.86
POL0021415,PO007178,IP01577,84,84,507.84
POL0021416,PO007178,IP01827,230,230,168.07
POL0021417,PO007179,IP01800,321,0,99.23
POL0021418,PO007179,IP02050,209,0,615.02
POL0021419,PO007179,IP02300,160,0,339.02
POL0021420,PO007179,IP00550,527,0,820.42
POL0021421,PO007179,IP01550,92,0,529
POL0021422,PO007180,IP01016,349,349,247.3
POL0021423,PO007181,IP02193,324,324,400.94
POL0021424,PO007181,IP01943,499,499,656.21
POL0021425,PO007181,IP01193,343,343,493.54
POL0021426,PO007181,IP00943,207,207,757.57
POL0021427,PO007182,IP02336,53,53,399.3
POL0021428,PO007182,IP00086,461,461,418.9
POL0021429,PO007182,IP00836,222,222,182.04
POL0021430,PO007183,IP01663,594,258,716.18
POL0021431,PO007183,IP02413,35,16,434.24
POL0021432,PO007184,IP00573,437,437,424.47
POL0021433,PO007184,IP00073,402,402,338.7
POL0021434,PO007184,IP01823,552,552,561.16
POL0021435,PO007185,IP01102,167,167,646.98
POL0021436,PO007185,IP01852,306,306,57.21
POL0021437,PO007185,IP00602,351,351,394.79
POL0021438,PO007185,IP02102,296,296,199.79
POL0021439,PO007186,IP01181,460,460,713.11
POL0021440,PO007186,IP00431,497,497,711.76
POL0021441,PO007186,IP01431,403,403,672.91
POL0021442,PO007187,IP02494,130,130,328.75
POL0021443,PO007188,IP02440,479,479,400.31
POL0021444,PO007188,IP01690,78,78,674.12
POL0021445,PO007188,IP00190,325,325,495.47
POL0021446,PO007188,IP01190,67,67,690.73
POL0021447,PO007188,IP01440,192,192,9.51
POL0021448,PO007189,IP01630,304,304,695.11
POL0021449,PO007189,IP01130,76,76,392.3
POL0021450,PO007190,IP00641,70,70,130.5
POL0021451,PO007190,IP01391,177,177,648.48
POL0021452,PO007190,IP01141,23,23,472.02
POL0021453,PO007191,IP00867,61,61,538.35
POL0021454,PO007191,IP02117,461,461,153.73
POL0021455,PO007191,IP01117,470,470,238.18
POL0021456,PO007191,IP01867,390,390,271.9
POL0021457,PO007192,IP00538,138,138,543.41
POL0021458,PO007192,IP02038,542,542,240.05
POL0021459,PO007192,IP01788,288,288,2.07
POL0021460,PO007192,IP00038,251,251,411.78
POL0021461,PO007192,IP00788,277,277,425.26
POL0021462,PO007193,IP00320,572,572,406.37
POL0021463,PO007194,IP01480,581,581,57.56
POL0021464,PO007194,IP01730,92,92,105.88
POL0021465,PO007194,IP00980,458,458,219.26
POL0021466,PO007195,IP00187,503,503,822.13
POL0021467,PO007195,IP01687,252,252,811.06
POL0021468,PO007195,IP01937,365,365,326.01
POL0021469,PO007195,IP01437,33,33,9.26
POL0021470,PO007196,IP00173,462,462,526.48
POL0021471,PO007196,IP02423,334,334,225.16
POL0021472,PO007196,IP00673,359,359,763.55
POL0021473,PO007197,IP01691,372,372,323.15
POL0021474,PO007197,IP02191,424,424,138.93
POL0021475,PO007197,IP01441,529,529,85.57
POL0021476,PO007197,IP00691,167,167,10.21
POL0021477,PO007198,IP02403,563,563,573.05
POL0021478,PO007198,IP01653,535,535,822.01
POL0021479,PO007199,IP00306,545,545,427.24
POL0021480,PO007199,IP00056,214,214,280.23
POL0021481,PO007199,IP00806,497,497,673.5
POL0021482,PO007200,IP02121,425,425,630.86
POL0021483,PO007200,IP00621,92,92,445.26
POL0021484,PO007200,IP01121,22,22,34.42
POL0021485,PO007200,IP00121,107,107,494.58
POL0021486,PO007200,IP01871,459,459,135.56
POL0021487,PO007201,IP00990,384,384,459.08
POL0021488,PO007201,IP01990,441,441,154.64
POL0021489,PO007201,IP01740,308,308,628.91
POL0021490,PO007201,IP02240,314,314,96.75
POL0021491,PO007202,IP00414,512,0,613.13
POL0021492,PO007202,IP00664,485,0,129.46
POL0021493,PO007203,IP01663,157,157,714.4
POL0021494,PO007203,IP00663,181,181,282.05
POL0021495,PO007203,IP00913,372,372,286.49
POL0021496,PO007203,IP02413,68,68,446.71
POL0021497,PO007204,IP00454,43,43,227.58
POL0021498,PO007205,IP01739,443,443,124.46
POL0021499,PO007205,IP02239,574,574,772.29
POL0021500,PO007205,IP00489,152,152,274.74
POL0021501,PO007206,IP01054,33,12,350.67
POL0021502,PO007206,IP00054,94,81,440.87
POL0021503,PO007207,IP00140,285,285,299.98
POL0021504,PO007207,IP00390,553,553,507.47
POL0021505,PO007207,IP00890,359,359,616.11
POL0021506,PO007207,IP01890,221,221,820.17
POL0021507,PO007207,IP01640,29,29,428.36
POL0021508,PO007208,IP01910,65,65,854.4
POL0021509,PO007208,IP01410,234,234,420.72
POL0021510,PO007208,IP00910,433,433,799.41
POL0021511,PO007208,IP00160,414,414,63.56
POL0021512,PO007209,IP01241,270,270,550.54
POL0021513,PO007209,IP02241,284,284,813.74
POL0021514,PO007209,IP01741,548,548,484.43
POL0021515,PO007209,IP00991,596,596,816.76
POL0021516,PO007209,IP00741,169,169,9.04
POL0021517,PO007210,IP00350,202,202,660.67
POL0021518,PO007211,IP01282,34,0,444.92
POL0021519,PO007211,IP00032,68,0,420.1
POL0021520,PO007211,IP00532,534,0,139
POL0021521,PO007211,IP01782,111,0,759.87
POL0021522,PO007211,IP02282,149,0,776.99
POL0021523,PO007212,IP00459,310,310,693.15
POL0021524,PO007212,IP01709,282,282,689.14
POL0021525,PO007212,IP00209,170,170,186.74
POL0021526,PO007212,IP01209,544,544,613.89
POL0021527,PO007212,IP01959,293,293,829.98
POL0021528,PO007213,IP01271,86,86,273.28
POL0021529,PO007213,IP00771,562,562,472.96
POL0021530,PO007213,IP00521,125,125,809.57
POL0021531,PO007214,IP02498,446,446,817.96
POL0021532,PO007214,IP00748,207,207,238.1
POL0021533,PO007214,IP01748,331,331,812.55
POL0021534,PO007215,IP01875,374,0,390
POL0021535,PO007215,IP00375,511,0,277.28
POL0021536,PO007215,IP02125,451,0,756.28
POL0021537,PO007215,IP02375,68,0,525.97
POL0021538,PO007215,IP00125,30,0,66.36
POL0021539,PO007216,IP02423,44,16,222.97
POL0021540,PO007216,IP02173,298,67,107.37
POL0021541,PO007216,IP01923,98,33,664.46
POL0021542,PO007217,IP00673,109,109,732.97
POL0021543,PO007217,IP00923,304,304,524.94
POL0021544,PO007217,IP00423,375,375,745.08
POL0021545,PO007218,IP01742,147,147,25.61
POL0021546,PO007218,IP00742,259,259,820.84
POL0021547,PO007219,IP01137,428,428,221.27
POL0021548,PO007219,IP01887,168,168,39.99
POL0021549,PO007219,IP02137,515,515,406.88
POL0021550,PO007219,IP01387,212,212,570.96
POL0021551,PO007219,IP00637,318,318,555.21
POL0021552,PO007220,IP00529,415,415,571.53
POL0021553,PO007220,IP02029,296,296,709.73
POL0021554,PO007220,IP00779,94,94,463.22
POL0021555,PO007220,IP00029,250,250,7.07
POL0021556,PO007220,IP00279,529,529,714.72
POL0021557,PO007221,IP00779,314,314,471.95
POL0021558,PO007221,IP01279,294,294,727.05
POL0021559,PO007222,IP00435,381,381,73.61
POL0021560,PO007222,IP00685,104,104,588.77
POL0021561,PO007222,IP01935,588,588,467.83
POL0021562,PO007222,IP02185,384,384,868.33
POL0021563,PO007223,IP00352,92,0,609.73
POL0021564,PO007223,IP02102,332,0,200.83
POL0021565,PO007223,IP00102,132,0,129.75
POL0021566,PO007223,IP01852,383,0,54.08
POL0021567,PO007223,IP01102,179,0,624.6
POL0021568,PO007224,IP01464,498,498,392.07
POL0021569,PO007224,IP00964,76,76,240.05
POL0021570,PO007224,IP01964,28,28,145.34
POL0021571,PO007225,IP00898,335,335,517.99
POL0021572,PO007225,IP01898,550,550,781.48
POL0021573,PO007225,IP00148,53,53,689.88
POL0021574,PO007225,IP01648,537,537,803.13
POL0021575,PO007226,IP01824,508,508,397.14
POL0021576,PO007226,IP02074,325,325,192.03
POL0021577,PO007226,IP01574,69,69,777.85
POL0021578,PO007227,IP02305,323,323,403.86
POL0021579,PO007227,IP00305,276,276,701.49
POL0021580,PO007228,IP01596,279,279,446.68
POL0021581,PO007229,IP02324,183,119,798.47
POL0021582,PO007230,IP00531,463,463,254.16
POL0021583,PO007230,IP02031,58,58,442.1
POL0021584,PO007230,IP01281,308,308,576.37
POL0021585,PO007230,IP00031,221,221,403.16
POL0021586,PO007231,IP00905,277,277,81.95
POL0021587,PO007231,IP00655,388,388,819.15
POL0021588,PO007231,IP02405,445,445,862.89
POL0021589,PO007231,IP00405,450,450,678.52
POL0021590,PO007232,IP02038,394,394,233.81
POL0021591,PO007232,IP00538,132,132,528.07
POL0021592,PO007233,IP00169,401,401,534.81
POL0021593,PO007233,IP00669,553,553,542.93
POL0021594,PO007233,IP01919,177,177,537.66
POL0021595,PO007233,IP00919,295,295,390.88
POL0021596,PO007233,IP01169,483,483,96.84
POL0021597,PO007234,IP00518,115,115,455.35
POL0021598,PO007234,IP01018,546,546,223.89
POL0021599,PO007234,IP02018,596,596,579.57
POL0021600,PO007234,IP01268,218,218,284.45
POL0021601,PO007235,IP00290,40,40,264.27
POL0021602,PO007236,IP01762,415,415,242.73
POL0021603,PO007236,IP00762,589,589,698.79
POL0021604,PO007236,IP00012,205,205,743.22
POL0021605,PO007236,IP01012,237,237,22.64
POL0021606,PO007237,IP01609,20,20,355.48
POL0021607,PO007237,IP02109,139,139,484.75
POL0021608,PO007237,IP00359,185,185,660.26
POL0021609,PO007237,IP00609,436,436,760.52
POL0021610,PO007238,IP01497,581,33,816.96
POL0021611,PO007238,IP00497,373,42,355.61
POL0021612,PO007238,IP01997,181,33,550.2
POL0021613,PO007239,IP01272,250,250,867.89
POL0021614,PO007239,IP02022,579,579,637.62
POL0021615,PO007239,IP00022,71,71,346.53
POL0021616,PO007240,IP01160,155,155,119.93
POL0021617,PO007240,IP00410,288,288,854.4
POL0021618,PO007241,IP00953,192,192,335.32
POL0021619,PO007242,IP01773,64,64,456.9
POL0021620,PO007242,IP00273,422,422,183.02
POL0021621,PO007243,IP01748,410,410,788.15
POL0021622,PO007243,IP02248,227,227,281.42
POL0021623,PO007243,IP00998,103,103,730.63
POL0021624,PO007244,IP00927,289,269,247
POL0021625,PO007244,IP00677,440,243,177.71
POL0021626,PO007244,IP01427,285,284,92.55
POL0021627,PO007244,IP00427,444,304,257.71
POL0021628,PO007244,IP01927,435,178,209.39
POL0021629,PO007245,IP02061,471,471,560.91
POL0021630,PO007246,IP01132,22,22,145.86
POL0021631,PO007247,IP00057,471,471,372.12
POL0021632,PO007247,IP02307,242,242,604.48
POL0021633,PO007247,IP01557,257,257,652.15
POL0021634,PO007248,IP00884,499,499,165.88
POL0021635,PO007248,IP00634,293,293,447.55
POL0021636,PO007249,IP00774,343,343,219.06
POL0021637,PO007249,IP00274,426,426,796.45
POL0021638,PO007250,IP01612,387,187,463.91
POL0021639,PO007250,IP00362,443,378,797.81
POL0021640,PO007251,IP01150,20,20,230.23
POL0021641,PO007251,IP00150,381,381,342.04
POL0021642,PO007251,IP02400,296,296,43.76
POL0021643,PO007251,IP01900,228,228,370.3
POL0021644,PO007252,IP02078,371,371,787.1
POL0021645,PO007252,IP00078,228,228,353.55
POL0021646,PO007252,IP00578,21,21,672.98
POL0021647,PO007252,IP00328,118,118,463.53
POL0021648,PO007253,IP00391,307,307,690.21
POL0021649,PO007253,IP00141,177,177,720.6
POL0021650,PO007254,IP01169,304,304,102.9
POL0021651,PO007255,IP02118,355,355,251.73
POL0021652,PO007256,IP02477,232,232,101.89
POL0021653,PO007256,IP00477,217,217,174.09
POL0021654,PO007256,IP02227,304,304,223.67
POL0021655,PO007257,IP01696,454,454,782.71
POL0021656,PO007257,IP00446,77,77,307.21
POL0021657,PO007258,IP02166,309,309,658.28
POL0021658,PO007258,IP00666,332,332,333.17
POL0021659,PO007259,IP01489,345,325,601.91
POL0021660,PO007260,IP01485,495,495,716.2
POL0021661,PO007260,IP00485,580,580,112.15
POL0021662,PO007261,IP00268,403,403,294.8
POL0021663,PO007261,IP01768,486,486,611.2
POL0021664,PO007261,IP01018,356,356,226
POL0021665,PO007261,IP01518,440,440,606.32
POL0021666,PO007262,IP01063,236,236,258.95
POL0021667,PO007262,IP01313,122,122,502.11
POL0021668,PO007263,IP00153,278,278,414.34
POL0021669,PO007263,IP00403,47,47,622.17
POL0021670,PO007263,IP00653,44,44,660.75
POL0021671,PO007263,IP01903,86,86,729.45
POL0021672,PO007264,IP00988,531,531,607.96
POL0021673,PO007264,IP02488,525,525,785.47
POL0021674,PO007264,IP01488,271,271,177.49
POL0021675,PO007264,IP00488,308,308,843.21
POL0021676,PO007265,IP02430,290,290,477.49
POL0021677,PO007265,IP00930,536,536,745.84
POL0021678,PO007265,IP02180,49,49,686.05
POL0021679,PO007265,IP00680,23,23,633.08
POL0021680,PO007265,IP01430,354,354,405.66
POL0021681,PO007266,IP01451,489,489,54.65
POL0021682,PO007266,IP02201,62,62,321.46
POL0021683,PO007267,IP02405,510,510,827.43
POL0021684,PO007267,IP01155,135,135,305.88
POL0021685,PO007267,IP01405,392,392,164.51
POL0021686,PO007267,IP01655,140,140,492.8
POL0021687,PO007268,IP00098,439,439,380.21
POL0021688,PO007268,IP00348,436,436,379.68
POL0021689,PO007268,IP01348,452,452,383.05
POL0021690,PO007268,IP02098,353,353,168.52
POL0021691,PO007269,IP00814,498,498,744.93
POL0021692,PO007269,IP01064,25,25,745.89
POL0021693,PO007269,IP01314,545,545,301.63
POL0021694,PO007269,IP00314,543,543,385.47
POL0021695,PO007269,IP00064,278,278,493.6
POL0021696,PO007270,IP01333,439,439,194.85
POL0021697,PO007271,IP00921,319,319,246.98
POL0021698,PO007271,IP01921,419,419,514.6
POL0021699,PO007271,IP02421,545,545,542.93
POL0021700,PO007272,IP00759,83,83,669.53
POL0021701,PO007272,IP01009,44,44,726.15
POL0021702,PO007272,IP00009,348,348,403.79
POL0021703,PO007273,IP00195,472,472,618.64
POL0021704,PO007274,IP00339,218,218,213.19
POL0021705,PO007274,IP00589,307,307,108.99
