product_id,supplier_id,sku,category,unit_cost,reorder_point
IP01042,SUP0042,SC-001042,packaging,721.42,257
IP01043,SUP0043,SC-001043,finished_goods,83.36,379
IP01044,SUP0044,SC-001044,consumables,573.66,196
IP01045,SUP0045,SC-001045,spares,622.47,180
IP01046,SUP0046,SC-001046,components,458.50,422
IP01047,SUP0047,SC-001047,packaging,620.93,354
IP01048,SUP0048,SC-001048,finished_goods,553.67,197
IP01049,SUP0049,SC-001049,consumables,659.03,438
IP01050,SUP0050,SC-001050,spares,432.22,458
IP01051,SUP0051,SC-001051,components,794.70,400
IP01052,SUP0052,SC-001052,packaging,698.36,62
IP01053,SUP0053,SC-001053,finished_goods,413.50,355
IP01054,SUP0054,SC-001054,consumables,348.15,86
IP01055,SUP0055,SC-001055,spares,710.99,97
IP01056,SUP0056,SC-001056,components,227.54,150
IP01057,SUP0057,SC-001057,packaging,306.60,98
IP01058,SUP0058,SC-001058,finished_goods,464.33,373
IP01059,SUP0059,SC-001059,consumables,197.42,496
IP01060,SUP0060,SC-001060,spares,609.24,173
IP01061,SUP0061,SC-001061,components,102.94,287
IP01062,SUP0062,SC-001062,packaging,240.18,251
IP01063,SUP0063,SC-001063,finished_goods,253.91,476
IP01064,SUP0064,SC-001064,consumables,774.19,45
IP01065,SUP0065,SC-001065,spares,846.72,396
IP01066,SUP0066,SC-001066,components,585.91,426
IP01067,SUP0067,SC-001067,packaging,202.01,267
IP01068,SUP0068,SC-001068,finished_goods,579.07,147
IP01069,SUP0069,SC-001069,consumables,61.45,306
IP01070,SUP0070,SC-001070,spares,281.34,317
IP01071,SUP0071,SC-001071,components,727.18,201
IP01072,SUP0072,SC-001072,packaging,154.71,270
IP01073,SUP0073,SC-001073,finished_goods,753.13,346
IP01074,SUP0074,SC-001074,consumables,826.65,69
IP01075,SUP0075,SC-001075,spares,102.65,97
IP01076,SUP0076,SC-001076,components,168.85,215
IP01077,SUP0077,SC-001077,packaging,465.52,137
IP01078,SUP0078,SC-001078,finished_goods,713.16,421
IP01079,SUP0079,SC-001079,consumables,63.67,92
IP01080,SUP0080,SC-001080,spares,370.99,391
IP01081,SUP0081,SC-001081,components,769.25,344
IP01082,SUP0082,SC-001082,packaging,418.35,415
IP01083,SUP0083,SC-001083,finished_goods,313.78,414
IP01084,SUP0084,SC-001084,consumables,641.10,326
IP01085,SUP0085,SC-001085,spares,505.93,273
IP01086,SUP0086,SC-001086,components,185.65,154
IP01087,SUP0087,SC-001087,packaging,800.81,189
IP01088,SUP0088,SC-001088,finished_goods,397.29,173
IP01089,SUP0089,SC-001089,consumables,472.18,126
IP01090,SUP0090,SC-001090,spares,689.08,220
IP01091,SUP0091,SC-001091,components,646.43,250
IP01092,SUP0092,SC-001092,packaging,57.81,263
IP01093,SUP0093,SC-001093,finished_goods,521.24,213
IP01094,SUP0094,SC-001094,consumables,498.36,353
IP01095,SUP0095,SC-001095,spares,398.96,61
IP01096,SUP0096,SC-001096,components,261.42,42
IP01097,SUP0097,SC-001097,packaging,263.51,449
IP01098,SUP0098,SC-001098,finished_goods,327.71,289
IP01099,SUP0099,SC-001099,consumables,142.57,97
IP01100,SUP0100,SC-001100,spares,808.26,361
IP01101,SUP0101,SC-001101,components,565.48,78
IP01102,SUP0102,SC-001102,packaging,640.91,323
IP01103,SUP0103,SC-001103,finished_goods,103.44,118
IP01104,SUP0104,SC-001104,consumables,315.91,94
IP01105,SUP0105,SC-001105,spares,610.18,320
IP01106,SUP0106,SC-001106,components,219.20,230
IP01107,SUP0107,SC-001107,packaging,126.28,394
IP01108,SUP0108,SC-001108,finished_goods,839.32,263
IP01109,SUP0109,SC-001109,consumables,766.40,352
IP01110,SUP0110,SC-001110,spares,225.65,480
IP01111,SUP0111,SC-001111,components,564.13,318
IP01112,SUP0112,SC-001112,packaging,434.55,362
IP01113,SUP0113,SC-001113,finished_goods,598.85,436
IP01114,SUP0114,SC-001114,consumables,220.09,223
IP01115,SUP0115,SC-001115,spares,90.82,208
IP01116,SUP0116,SC-001116,components,98.39,26
IP01117,SUP0117,SC-001117,packaging,237.96,442
IP01118,SUP0118,SC-001118,finished_goods,191.54,449
IP01119,SUP0119,SC-001119,consumables,626.52,187
IP01120,SUP0120,SC-001120,spares,625.96,164
IP01121,SUP0121,SC-001121,components,33.43,200
IP01122,SUP0122,SC-001122,packaging,510.48,459
IP01123,SUP0123,SC-001123,finished_goods,279.80,240
IP01124,SUP0124,SC-001124,consumables,49.85,29
IP01125,SUP0125,SC-001125,spares,804.18,26
IP01126,SUP0126,SC-001126,components,284.61,201
IP01127,SUP0127,SC-001127,packaging,150.64,291
IP01128,SUP0128,SC-001128,finished_goods,336.19,375
IP01129,SUP0129,SC-001129,consumables,375.01,125
IP01130,SUP0130,SC-001130,spares,380.11,168
IP01131,SUP0131,SC-001131,components,367.48,331
IP01132,SUP0132,SC-001132,packaging,150.19,59
IP01133,SUP0133,SC-001133,finished_goods,139.28,89
IP01134,SUP0134,SC-001134,consumables,587.46,260
IP01135,SUP0135,SC-001135,spares,451.83,348
IP01136,SUP0136,SC-001136,components,481.97,333
IP01137,SUP0137,SC-001137,packaging,213.80,359
IP01138,SUP0138,SC-001138,finished_goods,309.81,264
IP01139,SUP0139,SC-001139,consumables,845.53,288
IP01140,SUP0140,SC-001140,spares,317.23,90
IP01141,SUP0141,SC-001141,components,480.48,500
IP01142,SUP0142,SC-001142,packaging,114.48,253
IP01143,SUP0143,SC-001143,finished_goods,491.03,47
IP01144,SUP0144,SC-001144,consumables,153.45,84
IP01145,SUP0145,SC-001145,spares,14.09,404
IP01146,SUP0146,SC-001146,components,591.62,418
IP01147,SUP0147,SC-001147,packaging,354.02,27
IP01148,SUP0148,SC-001148,finished_goods,299.34,427
IP01149,SUP0149,SC-001149,consumables,346.10,120
IP01150,SUP0150,SC-001150,spares,224.58,217
IP01151,SUP0151,SC-001151,components,364.09,83
IP01152,SUP0152,SC-001152,packaging,23.31,246
IP01153,SUP0153,SC-001153,finished_goods,604.75,192
IP01154,SUP0154,SC-001154,consumables,118.51,486
IP01155,SUP0155,SC-001155,spares,309.16,135
IP01156,SUP0156,SC-001156,components,258.81,203
IP01157,SUP0157,SC-001157,packaging,344.42,168
IP01158,SUP0158,SC-001158,finished_goods,547.61,219
IP01159,SUP0159,SC-001159,consumables,372.54,252
IP01160,SUP0160,SC-001160,spares,117.74,181
IP01161,SUP0161,SC-001161,components,92.98,53
IP01162,SUP0162,SC-001162,packaging,381.56,201
IP01163,SUP0163,SC-001163,finished_goods,794.88,330
IP01164,SUP0164,SC-001164,consumables,619.06,369
IP01165,SUP0165,SC-001165,spares,216.72,279
IP01166,SUP0166,SC-001166,components,103.20,325
IP01167,SUP0167,SC-001167,packaging,825.25,413
IP01168,SUP0168,SC-001168,finished_goods,278.00,319
IP01169,SUP0169,SC-001169,consumables,99.95,26
IP01170,SUP0170,SC-001170,spares,805.28,295
IP01171,SUP0171,SC-001171,components,524.55,133
IP01172,SUP0172,SC-001172,packaging,65.84,40
IP01173,SUP0173,SC-001173,finished_goods,40.61,172
IP01174,SUP0174,SC-001174,consumables,612.60,183
IP01175,SUP0175,SC-001175,spares,37.67,32
IP01176,SUP0176,SC-001176,components,112.48,400
IP01177,SUP0177,SC-001177,packaging,27.31,84
IP01178,SUP0178,SC-001178,finished_goods,581.78,389
IP01179,SUP0179,SC-001179,consumables,354.96,465
IP01180,SUP0180,SC-001180,spares,587.91,82
IP01181,SUP0181,SC-001181,components,714.58,461
IP01182,SUP0182,SC-001182,packaging,174.95,279
IP01183,SUP0183,SC-001183,finished_goods,146.65,196
IP01184,SUP0184,SC-001184,consumables,809.74,431
IP01185,SUP0185,SC-001185,spares,275.71,217
IP01186,SUP0186,SC-001186,components,591.57,218
IP01187,SUP0187,SC-001187,packaging,513.87,77
IP01188,SUP0188,SC-001188,finished_goods,690.75,393
IP01189,SUP0189,SC-001189,consumables,33.99,366
IP01190,SUP0190,SC-001190,spares,675.59,430
IP01191,SUP0191,SC-001191,components,580.84,346
IP01192,SUP0192,SC-001192,packaging,274.66,82
IP01193,SUP0193,SC-001193,finished_goods,484.69,52
IP01194,SUP0194,SC-001194,consumables,51.97,121
IP01195,SUP0195,SC-001195,spares,303.33,480
IP01196,SUP0196,SC-001196,components,33.88,154
IP01197,SUP0197,SC-001197,packaging,405.64,233
IP01198,SUP0198,SC-001198,finished_goods,349.78,73
IP01199,SUP0199,SC-001199,consumables,52.67,349
IP01200,SUP0200,SC-001200,spares,847.17,131
IP01201,SUP0201,SC-001201,components,71.56,157
IP01202,SUP0202,SC-001202,packaging,441.54,362
IP01203,SUP0203,SC-001203,finished_goods,583.50,445
IP01204,SUP0204,SC-001204,consumables,225.28,424
IP01205,SUP0205,SC-001205,spares,457.44,487
IP01206,SUP0206,SC-001206,components,259.98,328
IP01207,SUP0207,SC-001207,packaging,9.24,104
IP01208,SUP0208,SC-001208,finished_goods,522.42,297
IP01209,SUP0209,SC-001209,consumables,607.03,455
IP01210,SUP0210,SC-001210,spares,615.40,122
IP01211,SUP0211,SC-001211,components,18.04,145
IP01212,SUP0212,SC-001212,packaging,202.84,139
IP01213,SUP0213,SC-001213,finished_goods,491.81,41
IP01214,SUP0214,SC-001214,consumables,709.33,31
IP01215,SUP0215,SC-001215,spares,449.81,331
IP01216,SUP0216,SC-001216,components,250.30,489
IP01217,SUP0217,SC-001217,packaging,280.63,481
IP01218,SUP0218,SC-001218,finished_goods,226.32,168
IP01219,SUP0219,SC-001219,consumables,338.02,399
IP01220,SUP0220,SC-001220,spares,625.88,439
IP01221,SUP0221,SC-001221,components,275.58,367
IP01222,SUP0222,SC-001222,packaging,755.62,461
IP01223,SUP0223,SC-001223,finished_goods,379.61,252
IP01224,SUP0224,SC-001224,consumables,293.86,128
IP01225,SUP0225,SC-001225,spares,612.77,60
IP01226,SUP0226,SC-001226,components,219.35,407
IP01227,SUP0227,SC-001227,packaging,695.71,296
IP01228,SUP0228,SC-001228,finished_goods,841.51,368
IP01229,SUP0229,SC-001229,consumables,198.05,48
IP01230,SUP0230,SC-001230,spares,770.98,406
IP01231,SUP0231,SC-001231,components,59.47,446
IP01232,SUP0232,SC-001232,packaging,40.06,169
IP01233,SUP0233,SC-001233,finished_goods,421.17,33
IP01234,SUP0234,SC-001234,consumables,491.19,133
IP01235,SUP0235,SC-001235,spares,157.03,165
IP01236,SUP0236,SC-001236,components,3.48,116
IP01237,SUP0237,SC-001237,packaging,38.29,122
IP01238,SUP0238,SC-001238,finished_goods,69.88,160
IP01239,SUP0239,SC-001239,consumables,110.22,29
IP01240,SUP0240,SC-001240,spares,433.41,464
IP01241,SUP0241,SC-001241,components,547.76,228
IP01242,SUP0242,SC-001242,packaging,641.02,65
IP01243,SUP0243,SC-001243,finished_goods,242.59,305
IP01244,SUP0244,SC-001244,consumables,817.47,166
IP01245,SUP0245,SC-001245,spares,672.86,482
IP01246,SUP0246,SC-001246,components,195.26,242
IP01247,SUP0247,SC-001247,packaging,791.02,399
IP01248,SUP0248,SC-001248,finished_goods,3.79,173
IP01249,SUP0249,SC-001249,consumables,37.87,278
IP01250,SUP0250,SC-001250,spares,290.72,73
IP01251,SUP0001,SC-001251,components,550.35,51
IP01252,SUP0002,SC-001252,packaging,423.85,92
IP01253,SUP0003,SC-001253,finished_goods,756.87,105
IP01254,SUP0004,SC-001254,consumables,371.42,178
IP01255,SUP0005,SC-001255,spares,430.36,348
IP01256,SUP0006,SC-001256,components,374.83,112
IP01257,SUP0007,SC-001257,packaging,574.15,422
IP01258,SUP0008,SC-001258,finished_goods,185.11,288
IP01259,SUP0009,SC-001259,consumables,666.76,258
IP01260,SUP0010,SC-001260,spares,120.70,124
IP01261,SUP0011,SC-001261,components,514.24,423
IP01262,SUP0012,SC-001262,packaging,83.83,193
IP01263,SUP0013,SC-001263,finished_goods,235.25,216
IP01264,SUP0014,SC-001264,consumables,568.32,112
IP01265,SUP0015,SC-001265,spares,785.76,352
IP01266,SUP0016,SC-001266,components,487.41,420
IP01267,SUP0017,SC-001267,packaging,179.98,301
IP01268,SUP0018,SC-001268,finished_goods,283.00,31
IP01269,SUP0019,SC-001269,consumables,375.50,155
IP01270,SUP0020,SC-001270,spares,394.36,171
IP01271,SUP0021,SC-001271,components,278.43,120
IP01272,SUP0022,SC-001272,packaging,843.62,283
IP01273,SUP0023,SC-001273,finished_goods,354.38,133
IP01274,SUP0024,SC-001274,consumables,657.83,450
IP01275,SUP0025,SC-001275,spares,136.28,464
IP01276,SUP0026,SC-001276,components,325.63,238
IP01277,SUP0027,SC-001277,packaging,665.40,107
IP01278,SUP0028,SC-001278,finished_goods,752.65,231
IP01279,SUP0029,SC-001279,consumables,743.75,59
IP01280,SUP0030,SC-001280,spares,174.77,151
IP01281,SUP0031,SC-001281,components,575.43,32
IP01282,SUP0032,SC-001282,packaging,459.74,128
IP01283,SUP0033,SC-001283,finished_goods,389.49,348
IP01284,SUP0034,SC-001284,consumables,764.08,409
IP01285,SUP0035,SC-001285,spares,266.26,407
IP01286,SUP0036,SC-001286,components,281.10,438
IP01287,SUP0037,SC-001287,packaging,136.32,158
IP01288,SUP0038,SC-001288,finished_goods,771.02,53
IP01289,SUP0039,SC-001289,consumables,636.52,170
IP01290,SUP0040,SC-001290,spares,446.02,179
IP01291,SUP0041,SC-001291,components,29.56,145
IP01292,SUP0042,SC-001292,packaging,267.60,261
IP01293,SUP0043,SC-001293,finished_goods,60.03,123
IP01294,SUP0044,SC-001294,consumables,656.19,398
IP01295,SUP0045,SC-001295,spares,262.25,173
IP01296,SUP0046,SC-001296,components,655.25,137
IP01297,SUP0047,SC-001297,packaging,97.27,461
IP01298,SUP0048,SC-001298,finished_goods,142.16,223
IP01299,SUP0049,SC-001299,consumables,842.68,439
IP01300,SUP0050,SC-001300,spares,38.87,127
IP01301,SUP0051,SC-001301,components,121.50,465
IP01302,SUP0052,SC-001302,packaging,488.57,288
IP01303,SUP0053,SC-001303,finished_goods,690.34,310
IP01304,SUP0054,SC-001304,consumables,638.89,454
IP01305,SUP0055,SC-001305,spares,511.34,499
IP01306,SUP0056,SC-001306,components,30.15,212
IP01307,SUP0057,SC-001307,packaging,131.17,443
IP01308,SUP0058,SC-001308,finished_goods,685.06,285
IP01309,SUP0059,SC-001309,consumables,464.37,347
IP01310,SUP0060,SC-001310,spares,234.09,91
IP01311,SUP0061,SC-001311,components,344.94,311
IP01312,SUP0062,SC-001312,packaging,479.18,222
IP01313,SUP0063,SC-001313,finished_goods,503.47,451
IP01314,SUP0064,SC-001314,consumables,297.38,417
IP01315,SUP0065,SC-001315,spares,530.50,282
IP01316,SUP0066,SC-001316,components,256.96,216
IP01317,SUP0067,SC-001317,packaging,17.63,126
IP01318,SUP0068,SC-001318,finished_goods,176.60,260
IP01319,SUP0069,SC-001319,consumables,5.96,104
IP01320,SUP0070,SC-001320,spares,349.94,74
IP01321,SUP0071,SC-001321,components,44.42,74
IP01322,SUP0072,SC-001322,packaging,653.43,282
IP01323,SUP0073,SC-001323,finished_goods,696.10,130
IP01324,SUP0074,SC-001324,consumables,806.12,164
IP01325,SUP0075,SC-001325,spares,460.33,208
IP01326,SUP0076,SC-001326,components,217.48,363
IP01327,SUP0077,SC-001327,packaging,217.37,249
IP01328,SUP0078,SC-001328,finished_goods,263.88,125
IP01329,SUP0079,SC-001329,consumables,252.93,327
IP01330,SUP0080,SC-001330,spares,777.63,192
IP01331,SUP0081,SC-001331,components,396.12,299
IP01332,SUP0082,SC-001332,packaging,8.77,200
IP01333,SUP0083,SC-001333,finished_goods,194.27,244
IP01334,SUP0084,SC-001334,consumables,742.65,295
IP01335,SUP0085,SC-001335,spares,381.92,456
IP01336,SUP0086,SC-001336,components,12.40,399
IP01337,SUP0087,SC-001337,packaging,339.24,350
IP01338,SUP0088,SC-001338,finished_goods,117.70,486
IP01339,SUP0089,SC-001339,consumables,686.78,174
IP01340,SUP0090,SC-001340,spares,802.37,228
IP01341,SUP0091,SC-001341,components,284.04,161
IP01342,SUP0092,SC-001342,packaging,10.19,256
IP01343,SUP0093,SC-001343,finished_goods,774.96,241
IP01344,SUP0094,SC-001344,consumables,179.43,234
IP01345,SUP0095,SC-001345,spares,808.23,154
IP01346,SUP0096,SC-001346,components,255.29,88
IP01347,SUP0097,SC-001347,packaging,593.63,480
IP01348,SUP0098,SC-001348,finished_goods,398.24,400
IP01349,SUP0099,SC-001349,consumables,143.73,183
IP01350,SUP0100,SC-001350,spares,378.19,418
IP01351,SUP0101,SC-001351,components,664.09,290
IP01352,SUP0102,SC-001352,packaging,109.25,165
IP01353,SUP0103,SC-001353,finished_goods,796.06,173
IP01354,SUP0104,SC-001354,consumables,491.37,489
IP01355,SUP0105,SC-001355,spares,276.23,292
IP01356,SUP0106,SC-001356,components,687.34,491
IP01357,SUP0107,SC-001357,packaging,783.01,469
IP01358,SUP0108,SC-001358,finished_goods,555.63,408
IP01359,SUP0109,SC-001359,consumables,352.36,267
IP01360,SUP0110,SC-001360,spares,50.45,84
IP01361,SUP0111,SC-001361,components,300.57,356
IP01362,SUP0112,SC-001362,packaging,341.62,338
IP01363,SUP0113,SC-001363,finished_goods,205.92,45
IP01364,SUP0114,SC-001364,consumables,525.90,239
IP01365,SUP0115,SC-001365,spares,110.44,345
IP01366,SUP0116,SC-001366,components,182.58,470
IP01367,SUP0117,SC-001367,packaging,527.74,179
IP01368,SUP0118,SC-001368,finished_goods,144.60,421
IP01369,SUP0119,SC-001369,consumables,203.27,295
IP01370,SUP0120,SC-001370,spares,617.14,352
IP01371,SUP0121,SC-001371,components,52.70,204
IP01372,SUP0122,SC-001372,packaging,95.86,59
IP01373,SUP0123,SC-001373,finished_goods,405.40,201
IP01374,SUP0124,SC-001374,consumables,368.32,316
IP01375,SUP0125,SC-001375,spares,291.72,185
IP01376,SUP0126,SC-001376,components,734.32,268
IP01377,SUP0127,SC-001377,packaging,122.40,313
IP01378,SUP0128,SC-001378,finished_goods,247.78,174
IP01379,SUP0129,SC-001379,consumables,723.60,161
IP01380,SUP0130,SC-001380,spares,786.58,69
IP01381,SUP0131,SC-001381,components,685.12,309
IP01382,SUP0132,SC-001382,packaging,634.41,55
IP01383,SUP0133,SC-001383,finished_goods,379.65,312
IP01384,SUP0134,SC-001384,consumables,428.72,130
IP01385,SUP0135,SC-001385,spares,120.08,112
IP01386,SUP0136,SC-001386,components,54.59,284
IP01387,SUP0137,SC-001387,packaging,576.47,428
IP01388,SUP0138,SC-001388,finished_goods,829.02,321
IP01389,SUP0139,SC-001389,consumables,373.05,209
IP01390,SUP0140,SC-001390,spares,599.62,87
IP01391,SUP0141,SC-001391,components,661.10,447
IP01392,SUP0142,SC-001392,packaging,529.47,358
IP01393,SUP0143,SC-001393,finished_goods,485.94,457
IP01394,SUP0144,SC-001394,consumables,478.14,404
IP01395,SUP0145,SC-001395,spares,735.58,287
IP01396,SUP0146,SC-001396,components,601.06,375
IP01397,SUP0147,SC-001397,packaging,816.38,118
IP01398,SUP0148,SC-001398,finished_goods,776.02,77
IP01399,SUP0149,SC-001399,consumables,104.13,60
IP01400,SUP0150,SC-001400,spares,68.06,167
IP01401,SUP0151,SC-001401,components,421.03,322
IP01402,SUP0152,SC-001402,packaging,522.13,234
IP01403,SUP0153,SC-001403,finished_goods,793.10,151
IP01404,SUP0154,SC-001404,consumables,195.81,351
IP01405,SUP0155,SC-001405,spares,167.56,466
IP01406,SUP0156,SC-001406,components,69.65,270
IP01407,SUP0157,SC-001407,packaging,813.69,159
IP01408,SUP0158,SC-001408,finished_goods,518.42,341
IP01409,SUP0159,SC-001409,consumables,298.08,350
IP01410,SUP0160,SC-001410,spares,434.66,230
IP01411,SUP0161,SC-001411,components,100.72,91
IP01412,SUP0162,SC-001412,packaging,418.62,484
IP01413,SUP0163,SC-001413,finished_goods,777.52,471
IP01414,SUP0164,SC-001414,consumables,189.21,466
IP01415,SUP0165,SC-001415,spares,29.96,107
IP01416,SUP0166,SC-001416,components,808.35,197
IP01417,SUP0167,SC-001417,packaging,794.37,289
IP01418,SUP0168,SC-001418,finished_goods,58.01,95
IP01419,SUP0169,SC-001419,consumables,359.96,307
IP01420,SUP0170,SC-001420,spares,776.69,145
IP01421,SUP0171,SC-001421,components,349.45,175
IP01422,SUP0172,SC-001422,packaging,341.73,60
IP01423,SUP0173,SC-001423,finished_goods,818.62,282
IP01424,SUP0174,SC-001424,consumables,381.29,101
IP01425,SUP0175,SC-001425,spares,832.46,394
IP01426,SUP0176,SC-001426,components,687.23,294
IP01427,SUP0177,SC-001427,packaging,94.01,479
IP01428,SUP0178,SC-001428,finished_goods,791.90,144
IP01429,SUP0179,SC-001429,consumables,247.60,178
IP01430,SUP0180,SC-001430,spares,408.63,379
IP01431,SUP0181,SC-001431,components,665.00,417
IP01432,SUP0182,SC-001432,packaging,270.43,207
IP01433,SUP0183,SC-001433,finished_goods,761.10,51
IP01434,SUP0184,SC-001434,consumables,664.90,245
IP01435,SUP0185,SC-001435,spares,332.50,54
IP01436,SUP0186,SC-001436,components,9.64,326
IP01437,SUP0187,SC-001437,packaging,9.27,275
IP01438,SUP0188,SC-001438,finished_goods,710.73,304
IP01439,SUP0189,SC-001439,consumables,62.34,283
IP01440,SUP0190,SC-001440,spares,9.18,449
IP01441,SUP0191,SC-001441,components,84.47,489
IP01442,SUP0192,SC-001442,packaging,388.77,127
IP01443,SUP0193,SC-001443,finished_goods,504.30,395
IP01444,SUP0194,SC-001444,consumables,792.37,246
IP01445,SUP0195,SC-001445,spares,451.09,196
IP01446,SUP0196,SC-001446,components,767.82,484
IP01447,SUP0197,SC-001447,packaging,610.95,353
IP01448,SUP0198,SC-001448,finished_goods,555.51,356
IP01449,SUP0199,SC-001449,consumables,197.50,49
IP01450,SUP0200,SC-001450,spares,254.34,481
IP01451,SUP0201,SC-001451,components,55.18,475
IP01452,SUP0202,SC-001452,packaging,274.93,232
IP01453,SUP0203,SC-001453,finished_goods,53.37,285
IP01454,SUP0204,SC-001454,consumables,631.90,86
IP01455,SUP0205,SC-001455,spares,459.42,184
IP01456,SUP0206,SC-001456,components,269.61,346
IP01457,SUP0207,SC-001457,packaging,470.83,281
IP01458,SUP0208,SC-001458,finished_goods,200.31,382
IP01459,SUP0209,SC-001459,consumables,150.72,270
IP01460,SUP0210,SC-001460,spares,585.18,342
IP01461,SUP0211,SC-001461,components,38.54,84
IP01462,SUP0212,SC-001462,packaging,801.51,93
IP01463,SUP0213,SC-001463,finished_goods,654.35,145
IP01464,SUP0214,SC-001464,consumables,398.14,89
IP01465,SUP0215,SC-001465,spares,65.63,54
IP01466,SUP0216,SC-001466,components,661.71,189
IP01467,SUP0217,SC-001467,packaging,245.93,461
IP01468,SUP0218,SC-001468,finished_goods,53.19,98
IP01469,SUP0219,SC-001469,consumables,64.77,254
IP01470,SUP0220,SC-001470,spares,371.75,155
IP01471,SUP0221,SC-001471,components,299.28,411
IP01472,SUP0222,SC-001472,packaging,315.49,496
IP01473,SUP0223,SC-001473,finished_goods,101.79,357
IP01474,SUP0224,SC-001474,consumables,17.35,151
IP01475,SUP0225,SC-001475,spares,64.45,214
IP01476,SUP0226,SC-001476,components,659.82,246
IP01477,SUP0227,SC-001477,packaging,465.95,194
IP01478,SUP0228,SC-001478,finished_goods,173.39,276
IP01479,SUP0229,SC-001479,consumables,373.18,336
IP01480,SUP0230,SC-001480,spares,56.12,456
IP01481,SUP0231,SC-001481,components,74.89,433
IP01482,SUP0232,SC-001482,packaging,470.57,271
IP01483,SUP0233,SC-001483,finished_goods,19.63,342
IP01484,SUP0234,SC-001484,consumables,402.39,411
IP01485,SUP0235,SC-001485,spares,737.37,314
IP01486,SUP0236,SC-001486,components,440.42,194
IP01487,SUP0237,SC-001487,packaging,253.87,498
IP01488,SUP0238,SC-001488,finished_goods,180.24,313
IP01489,SUP0239,SC-001489,consumables,624.18,381
IP01490,SUP0240,SC-001490,spares,409.48,137
IP01491,SUP0241,SC-001491,components,114.04,44
IP01492,SUP0242,SC-001492,packaging,137.45,307
IP01493,SUP0243,SC-001493,finished_goods,653.78,452
IP01494,SUP0244,SC-001494,consumables,95.29,213
IP01495,SUP0245,SC-001495,spares,371.15,120
IP01496,SUP0246,SC-001496,components,324.11,234
IP01497,SUP0247,SC-001497,packaging,802.93,84
IP01498,SUP0248,SC-001498,finished_goods,716.09,168
IP01499,SUP0249,SC-001499,consumables,7.53,131
IP01500,SUP0250,SC-001500,spares,710.69,387
IP01501,SUP0001,SC-001501,components,455.22,496
IP01502,SUP0002,SC-001502,packaging,653.27,282
IP01503,SUP0003,SC-001503,finished_goods,167.55,173
IP01504,SUP0004,SC-001504,consumables,559.68,202
IP01505,SUP0005,SC-001505,spares,274.63,246
IP01506,SUP0006,SC-001506,components,705.90,312
IP01507,SUP0007,SC-001507,packaging,133.68,434
IP01508,SUP0008,SC-001508,finished_goods,78.58,254
IP01509,SUP0009,SC-001509,consumables,583.67,450
IP01510,SUP0010,SC-001510,spares,658.24,142
IP01511,SUP0011,SC-001511,components,417.38,173
IP01512,SUP0012,SC-001512,packaging,131.01,392
IP01513,SUP0013,SC-001513,finished_goods,86.15,26
IP01514,SUP0014,SC-001514,consumables,549.15,195
IP01515,SUP0015,SC-001515,spares,622.17,333
IP01516,SUP0016,SC-001516,components,236.05,116
IP01517,SUP0017,SC-001517,packaging,685.76,157
IP01518,SUP0018,SC-001518,finished_goods,623.51,446
IP01519,SUP0019,SC-001519,consumables,263.76,422
IP01520,SUP0020,SC-001520,spares,258.65,48
IP01521,SUP0021,SC-001521,components,817.41,273
IP01522,SUP0022,SC-001522,packaging,198.69,202
IP01523,SUP0023,SC-001523,finished_goods,344.32,63
IP01524,SUP0024,SC-001524,consumables,746.28,468
IP01525,SUP0025,SC-001525,spares,223.36,54
IP01526,SUP0026,SC-001526,components,505.78,145
IP01527,SUP0027,SC-001527,packaging,609.62,277
IP01528,SUP0028,SC-001528,finished_goods,556.38,195
IP01529,SUP0029,SC-001529,consumables,239.07,263
IP01530,SUP0030,SC-001530,spares,137.51,481
IP01531,SUP0031,SC-001531,components,346.30,247
IP01532,SUP0032,SC-001532,packaging,401.08,383
IP01533,SUP0033,SC-001533,finished_goods,828.25,157
IP01534,SUP0034,SC-001534,consumables,251.06,102
IP01535,SUP0035,SC-001535,spares,209.51,427
IP01536,SUP0036,SC-001536,components,73.93,304
IP01537,SUP0037,SC-001537,packaging,744.21,486
IP01538,SUP0038,SC-001538,finished_goods,848.42,150
IP01539,SUP0039,SC-001539,consumables,781.48,123
IP01540,SUP0040,SC-001540,spares,178.43,339
IP01541,SUP0041,SC-001541,components,316.38,67
IP01542,SUP0042,SC-001542,packaging,778.41,373
IP01543,SUP0043,SC-001543,finished_goods,524.90,211
IP01544,SUP0044,SC-001544,consumables,489.02,379
IP01545,SUP0045,SC-001545,spares,56.62,305
IP01546,SUP0046,SC-001546,components,638.90,469
IP01547,SUP0047,SC-001547,packaging,31.54,56
IP01548,SUP0048,SC-001548,finished_goods,97.93,224
IP01549,SUP0049,SC-001549,consumables,428.90,226
IP01550,SUP0050,SC-001550,spares,536.38,160
IP01551,SUP0051,SC-001551,components,807.15,256
IP01552,SUP0052,SC-001552,packaging,796.28,247
IP01553,SUP0053,SC-001553,finished_goods,558.29,91
IP01554,SUP0054,SC-001554,consumables,279.68,115
IP01555,SUP0055,SC-001555,spares,782.59,125
IP01556,SUP0056,SC-001556,components,202.46,414
IP01557,SUP0057,SC-001557,packaging,664.16,92
IP01558,SUP0058,SC-001558,finished_goods,738.12,339
IP01559,SUP0059,SC-001559,consumables,473.87,337
IP01560,SUP0060,SC-001560,spares,216.20,158
IP01561,SUP0061,SC-001561,components,33.70,329
IP01562,SUP0062,SC-001562,packaging,691.69,150
