movement_id,product_id,warehouse_id,movement_at,movement_type,quantity_change,purchase_order_line_id,transfer_id
M00074097,IP00217,W006,2023-09-30,sale,-8,,
M00074098,IP01922,W012,2025-01-07,sale,-7,,
M00074099,IP00128,W010,2025-07-01,transfer,-10,,T0003142
M00074100,IP00128,W007,2025-07-01,transfer,10,,T0003142
M00074101,IP02325,W008,2025-11-26,sale,-8,,
M00074102,IP00764,W004,2025-04-19,sale,-10,,
M00074103,IP00004,W003,2023-10-02,sale,-4,,
M00074104,IP02110,W009,2023-01-29,transfer,-14,,T0003143
M00074105,IP02110,W004,2023-01-29,transfer,14,,T0003143
M00074106,IP00337,W011,2023-06-21,sale,-25,,
M00074107,IP00796,W011,2025-03-04,sale,-8,,
M00074108,IP02107,W007,2024-08-18,transfer,-21,,T0003144
M00074109,IP02107,W006,2024-08-18,transfer,21,,T0003144
M00074110,IP02348,W003,2025-07-01,sale,-14,,
M00074111,IP01284,W003,2024-01-12,sale,-1,,
M00074112,IP00079,W005,2025-10-27,transfer,-18,,T0003145
M00074113,IP00079,W009,2025-10-27,transfer,18,,T0003145
M00074114,IP01357,W010,2023-11-15,sale,-5,,
M00074115,IP00648,W008,2025-01-21,sale,-8,,
M00074116,IP02452,W002,2024-06-16,sale,-9,,
M00074117,IP01439,W002,2023-10-17,sale,-25,,
M00074118,IP01615,W009,2025-01-26,sale,-8,,
M00074119,IP01011,W001,2025-12-05,sale,-22,,
M00074120,IP02419,W004,2025-02-25,sale,-20,,
M00074121,IP00117,W007,2023-10-22,sale,-17,,
M00074122,IP01794,W010,2024-08-22,sale,-12,,
M00074123,IP02228,W008,2023-08-20,sale,-25,,
M00074124,IP00856,W004,2023-04-16,sale,-3,,
M00074125,IP00985,W005,2023-05-06,sale,-5,,
M00074126,IP01039,W004,2023-04-07,sale,-15,,
M00074127,IP01432,W012,2023-12-19,sale,-11,,
M00074128,IP01768,W005,2024-05-25,sale,-4,,
M00074129,IP00327,W007,2024-03-23,sale,-6,,
M00074130,IP02139,W009,2023-09-21,transfer,-2,,T0003146
M00074131,IP02139,W010,2023-09-21,transfer,2,,T0003146
M00074132,IP01285,W002,2024-11-15,transfer,-21,,T0003147
M00074133,IP01285,W004,2024-11-15,transfer,21,,T0003147
M00074134,IP02465,W010,2023-03-05,transfer,-7,,T0003148
M00074135,IP02465,W012,2023-03-05,transfer,7,,T0003148
M00074136,IP00678,W012,2023-04-10,sale,-11,,
M00074137,IP01184,W010,2023-02-11,sale,-20,,
M00074138,IP02007,W009,2023-03-30,sale,-24,,
M00074139,IP02453,W009,2025-12-02,transfer,-4,,T0003149
M00074140,IP02453,W011,2025-12-02,transfer,4,,T0003149
M00074141,IP01395,W006,2025-10-19,sale,-8,,
M00074142,IP00970,W005,2023-10-23,sale,-25,,
M00074143,IP00889,W008,2025-12-08,sale,-15,,
M00074144,IP01232,W007,2024-09-27,transfer,-5,,T0003150
M00074145,IP01232,W003,2024-09-27,transfer,5,,T0003150
M00074146,IP02181,W008,2024-09-15,transfer,-18,,T0003151
M00074147,IP02181,W009,2024-09-15,transfer,18,,T0003151
M00074148,IP00810,W005,2023-06-09,transfer,-7,,T0003152
M00074149,IP00810,W007,2023-06-09,transfer,7,,T0003152
M00074150,IP01563,W006,2025-08-26,sale,-9,,
M00074151,IP02244,W003,2023-09-05,adjustment,-4,,
M00074152,IP02468,W004,2023-03-21,sale,-9,,
M00074153,IP01191,W001,2024-06-21,transfer,-22,,T0003153
M00074154,IP01191,W002,2024-06-21,transfer,22,,T0003153
M00074155,IP02480,W001,2025-10-20,transfer,-15,,T0003154
M00074156,IP02480,W002,2025-10-20,transfer,15,,T0003154
M00074157,IP01380,W008,2024-06-16,sale,-16,,
M00074158,IP01323,W008,2025-06-14,sale,-11,,
M00074159,IP00107,W011,2025-06-11,sale,-19,,
M00074160,IP01741,W005,2023-05-07,sale,-7,,
M00074161,IP00690,W006,2024-07-10,sale,-21,,
M00074162,IP01098,W004,2025-11-09,sale,-1,,
M00074163,IP01200,W001,2025-11-17,adjustment,-2,,
M00074164,IP01683,W004,2023-10-15,sale,-10,,
M00074165,IP01396,W004,2024-01-12,transfer,-3,,T0003155
M00074166,IP01396,W010,2024-01-12,transfer,3,,T0003155
M00074167,IP00410,W009,2025-08-09,sale,-20,,
M00074168,IP02144,W012,2025-12-05,sale,-15,,
M00074169,IP02338,W003,2025-09-18,sale,-3,,
M00074170,IP00032,W002,2024-12-04,sale,-24,,
M00074171,IP01163,W005,2024-12-11,sale,-24,,
M00074172,IP00980,W001,2023-07-08,sale,-22,,
M00074173,IP00584,W011,2025-03-03,transfer,-3,,T0003156
M00074174,IP00584,W003,2025-03-03,transfer,3,,T0003156
M00074175,IP01626,W001,2025-01-10,sale,-25,,
M00074176,IP01527,W006,2024-10-09,adjustment,8,,
M00074177,IP00604,W012,2023-04-01,sale,-14,,
M00074178,IP00408,W008,2023-04-14,sale,-21,,
M00074179,IP00981,W008,2025-12-17,adjustment,-5,,
M00074180,IP02084,W009,2025-08-19,sale,-6,,
M00074181,IP02123,W001,2025-10-02,sale,-24,,
M00074182,IP02166,W006,2025-01-08,adjustment,-2,,
M00074183,IP01765,W001,2024-05-25,sale,-21,,
M00074184,IP01864,W009,2025-10-22,sale,-7,,
M00074185,IP01777,W010,2023-05-26,sale,-12,,
M00074186,IP00009,W001,2023-08-03,transfer,-24,,T0003157
M00074187,IP00009,W007,2023-08-03,transfer,24,,T0003157
M00074188,IP01547,W011,2024-01-14,transfer,-10,,T0003158
M00074189,IP01547,W007,2024-01-14,transfer,10,,T0003158
M00074190,IP01923,W011,2025-04-08,sale,-4,,
M00074191,IP00042,W009,2025-08-15,transfer,-22,,T0003159
M00074192,IP00042,W003,2025-08-15,transfer,22,,T0003159
M00074193,IP01217,W008,2023-11-22,transfer,-23,,T0003160
M00074194,IP01217,W002,2023-11-22,transfer,23,,T0003160
M00074195,IP02077,W001,2025-02-16,transfer,-16,,T0003161
M00074196,IP02077,W005,2025-02-16,transfer,16,,T0003161
M00074197,IP00662,W004,2025-12-18,sale,-1,,
M00074198,IP00429,W003,2024-09-04,sale,-1,,
M00074199,IP02252,W005,2024-03-31,sale,-21,,
M00074200,IP01288,W012,2023-09-29,transfer,-25,,T0003162
M00074201,IP01288,W002,2023-09-29,transfer,25,,T0003162
M00074202,IP01105,W002,2023-01-21,sale,-3,,
M00074203,IP00225,W007,2024-10-10,sale,-11,,
M00074204,IP00945,W003,2024-12-17,adjustment,5,,
M00074205,IP00688,W010,2023-09-11,sale,-4,,
M00074206,IP02323,W009,2023-05-21,sale,-4,,
M00074207,IP01621,W008,2025-11-10,transfer,-1,,T0003163
M00074208,IP01621,W001,2025-11-10,transfer,1,,T0003163
M00074209,IP01928,W005,2023-01-14,sale,-23,,
M00074210,IP00071,W011,2023-11-11,sale,-19,,
M00074211,IP01997,W007,2023-09-09,sale,-12,,
M00074212,IP01553,W012,2025-02-16,transfer,-15,,T0003164
M00074213,IP01553,W002,2025-02-16,transfer,15,,T0003164
M00074214,IP01816,W007,2024-04-16,sale,-20,,
M00074215,IP00944,W001,2023-07-01,sale,-6,,
M00074216,IP01340,W007,2023-07-26,sale,-11,,
M00074217,IP01717,W001,2023-10-02,adjustment,4,,
M00074218,IP00462,W012,2025-04-08,sale,-17,,
M00074219,IP00519,W005,2023-08-25,sale,-14,,
M00074220,IP00094,W011,2023-03-07,sale,-15,,
M00074221,IP00160,W002,2023-02-04,transfer,-1,,T0003165
M00074222,IP00160,W010,2023-02-04,transfer,1,,T0003165
M00074223,IP02301,W007,2025-05-10,sale,-11,,
M00074224,IP00759,W002,2025-09-11,sale,-19,,
M00074225,IP00229,W006,2025-06-16,transfer,-13,,T0003166
M00074226,IP00229,W001,2025-06-16,transfer,13,,T0003166
M00074227,IP02470,W002,2024-10-19,sale,-6,,
M00074228,IP02329,W010,2023-05-31,sale,-21,,
M00074229,IP01278,W005,2024-01-28,adjustment,8,,
M00074230,IP00897,W012,2025-05-24,sale,-22,,
M00074231,IP00179,W006,2024-02-24,sale,-4,,
M00074232,IP00567,W004,2024-06-05,adjustment,-6,,
M00074233,IP01877,W007,2025-10-22,sale,-23,,
M00074234,IP02462,W003,2025-01-07,transfer,-14,,T0003167
M00074235,IP02462,W006,2025-01-07,transfer,14,,T0003167
M00074236,IP00198,W001,2025-11-15,sale,-17,,
M00074237,IP00442,W007,2024-04-16,adjustment,-4,,
M00074238,IP00842,W007,2024-08-14,sale,-8,,
M00074239,IP01750,W010,2023-10-09,sale,-19,,
M00074240,IP02018,W005,2024-06-22,sale,-17,,
M00074241,IP00890,W001,2025-04-18,transfer,-11,,T0003168
M00074242,IP00890,W010,2025-04-18,transfer,11,,T0003168
M00074243,IP00242,W011,2023-08-29,adjustment,-5,,
M00074244,IP00815,W006,2024-01-19,sale,-17,,
M00074245,IP01515,W003,2023-02-19,sale,-20,,
M00074246,IP00352,W002,2025-03-15,sale,-17,,
M00074247,IP00292,W003,2024-02-05,sale,-24,,
M00074248,IP00015,W003,2023-01-15,sale,-17,,
M00074249,IP01185,W005,2025-07-05,sale,-19,,
M00074250,IP01694,W012,2023-05-31,sale,-5,,
M00074251,IP02418,W009,2025-06-12,sale,-24,,
M00074252,IP00369,W007,2023-07-03,transfer,-24,,T0003169
M00074253,IP00369,W002,2023-07-03,transfer,24,,T0003169
M00074254,IP01875,W005,2025-10-24,sale,-18,,
M00074255,IP00680,W009,2025-06-12,transfer,-24,,T0003170
M00074256,IP00680,W006,2025-06-12,transfer,24,,T0003170
M00074257,IP01515,W001,2023-05-24,sale,-12,,
M00074258,IP00411,W008,2025-12-01,transfer,-13,,T0003171
M00074259,IP00411,W004,2025-12-01,transfer,13,,T0003171
M00074260,IP01971,W002,2025-12-23,sale,-11,,
M00074261,IP01546,W004,2023-11-07,sale,-5,,
M00074262,IP00697,W004,2025-07-25,adjustment,-4,,
M00074263,IP01745,W012,2025-01-07,sale,-24,,
M00074264,IP02472,W001,2023-12-22,sale,-4,,
M00074265,IP00113,W010,2023-05-11,sale,-11,,
M00074266,IP01872,W007,2024-04-19,sale,-17,,
M00074267,IP00491,W009,2024-08-12,transfer,-4,,T0003172
M00074268,IP00491,W007,2024-08-12,transfer,4,,T0003172
M00074269,IP00329,W001,2023-02-16,sale,-14,,
M00074270,IP00806,W003,2025-01-22,sale,-22,,
M00074271,IP02174,W003,2023-02-05,sale,-8,,
M00074272,IP00289,W008,2023-03-08,sale,-25,,
M00074273,IP00178,W003,2023-04-20,transfer,-14,,T0003173
M00074274,IP00178,W006,2023-04-20,transfer,14,,T0003173
M00074275,IP01459,W002,2023-09-02,sale,-11,,
M00074276,IP02142,W006,2024-09-15,sale,-19,,
M00074277,IP01949,W003,2025-07-07,adjustment,6,,
M00074278,IP00175,W010,2024-10-02,transfer,-22,,T0003174
M00074279,IP00175,W001,2024-10-02,transfer,22,,T0003174
M00074280,IP00612,W009,2024-07-29,sale,-12,,
M00074281,IP00243,W005,2025-12-29,sale,-14,,
M00074282,IP00041,W006,2023-04-30,sale,-17,,
M00074283,IP02369,W005,2025-09-19,sale,-7,,
M00074284,IP00010,W007,2023-05-11,sale,-16,,
M00074285,IP02276,W009,2023-04-10,transfer,-2,,T0003175
M00074286,IP02276,W007,2023-04-10,transfer,2,,T0003175
M00074287,IP02294,W012,2024-02-11,sale,-19,,
M00074288,IP01152,W003,2024-02-17,sale,-10,,
M00074289,IP00467,W002,2025-11-15,sale,-19,,
M00074290,IP00231,W012,2024-03-11,sale,-17,,
M00074291,IP02337,W004,2023-05-25,transfer,-17,,T0003176
M00074292,IP02337,W006,2023-05-25,transfer,17,,T0003176
M00074293,IP01959,W009,2023-04-20,adjustment,6,,
M00074294,IP02334,W010,2023-11-24,transfer,-6,,T0003177
M00074295,IP02334,W011,2023-11-24,transfer,6,,T0003177
M00074296,IP01856,W011,2025-04-11,adjustment,-5,,
M00074297,IP01182,W001,2023-09-28,transfer,-10,,T0003178
M00074298,IP01182,W005,2023-09-28,transfer,10,,T0003178
M00074299,IP01563,W011,2023-11-01,sale,-24,,
M00074300,IP00095,W012,2023-02-22,transfer,-1,,T0003179
M00074301,IP00095,W001,2023-02-22,transfer,1,,T0003179
M00074302,IP01507,W006,2023-10-12,sale,-5,,
M00074303,IP01132,W009,2024-05-04,transfer,-8,,T0003180
M00074304,IP01132,W008,2024-05-04,transfer,8,,T0003180
M00074305,IP01515,W005,2024-09-02,transfer,-3,,T0003181
M00074306,IP01515,W003,2024-09-02,transfer,3,,T0003181
M00074307,IP01346,W012,2025-12-14,sale,-10,,
M00074308,IP01936,W010,2024-12-21,transfer,-3,,T0003182
M00074309,IP01936,W007,2024-12-21,transfer,3,,T0003182
M00074310,IP01348,W002,2025-07-09,sale,-13,,
M00074311,IP01304,W009,2023-01-31,sale,-6,,
M00074312,IP00066,W011,2023-11-23,sale,-24,,
M00074313,IP02418,W009,2023-12-21,transfer,-15,,T0003183
M00074314,IP02418,W010,2023-12-21,transfer,15,,T0003183
M00074315,IP00197,W008,2023-11-24,transfer,-9,,T0003184
M00074316,IP00197,W005,2023-11-24,transfer,9,,T0003184
M00074317,IP01089,W003,2025-12-02,sale,-23,,
M00074318,IP01837,W010,2024-01-11,sale,-19,,
M00074319,IP01033,W005,2025-05-28,sale,-1,,
M00074320,IP02474,W011,2024-06-22,sale,-1,,
M00074321,IP00790,W012,2025-11-04,sale,-23,,
M00074322,IP01450,W009,2025-09-24,transfer,-15,,T0003185
M00074323,IP01450,W004,2025-09-24,transfer,15,,T0003185
M00074324,IP01929,W006,2025-11-02,sale,-16,,
M00074325,IP01193,W003,2024-02-08,sale,-13,,
M00074326,IP01387,W005,2024-10-10,transfer,-5,,T0003186
M00074327,IP01387,W008,2024-10-10,transfer,5,,T0003186
M00074328,IP01115,W003,2025-10-16,sale,-9,,
M00074329,IP01742,W002,2024-07-21,sale,-25,,
M00074330,IP00665,W005,2025-05-13,sale,-3,,
M00074331,IP00108,W006,2024-03-19,transfer,-15,,T0003187
M00074332,IP00108,W004,2024-03-19,transfer,15,,T0003187
M00074333,IP01668,W006,2024-05-29,sale,-15,,
M00074334,IP01459,W008,2023-04-24,sale,-8,,
M00074335,IP02482,W007,2024-02-27,sale,-18,,
M00074336,IP02430,W012,2024-10-14,sale,-12,,
M00074337,IP00958,W009,2023-01-02,sale,-14,,
M00074338,IP01108,W001,2023-06-10,sale,-12,,
M00074339,IP01321,W004,2025-09-13,sale,-25,,
M00074340,IP01170,W006,2024-03-10,sale,-23,,
M00074341,IP00437,W011,2024-06-19,transfer,-13,,T0003188
M00074342,IP00437,W012,2024-06-19,transfer,13,,T0003188
M00074343,IP00885,W003,2025-11-07,sale,-15,,
M00074344,IP01653,W009,2023-08-01,sale,-23,,
M00074345,IP01767,W006,2025-04-05,sale,-6,,
M00074346,IP00563,W005,2025-01-27,transfer,-6,,T0003189
M00074347,IP00563,W004,2025-01-27,transfer,6,,T0003189
M00074348,IP00606,W008,2023-03-02,sale,-20,,
M00074349,IP00163,W001,2024-10-06,adjustment,4,,
M00074350,IP00997,W003,2023-01-14,sale,-19,,
M00074351,IP01050,W011,2023-06-12,sale,-10,,
M00074352,IP00558,W007,2023-10-28,sale,-22,,
M00074353,IP00675,W006,2025-01-02,transfer,-13,,T0003190
M00074354,IP00675,W012,2025-01-02,transfer,13,,T0003190
M00074355,IP00520,W006,2024-04-21,adjustment,-4,,
M00074356,IP00953,W010,2024-04-04,sale,-7,,
M00074357,IP01585,W009,2025-02-24,adjustment,7,,
M00074358,IP00090,W010,2024-07-31,sale,-19,,
M00074359,IP01144,W001,2024-12-11,transfer,-5,,T0003191
M00074360,IP01144,W004,2024-12-11,transfer,5,,T0003191
M00074361,IP01298,W006,2024-11-12,sale,-5,,
M00074362,IP01571,W012,2023-08-15,sale,-14,,
M00074363,IP00445,W012,2023-03-23,sale,-17,,
M00074364,IP00111,W005,2024-04-26,sale,-4,,
M00074365,IP00415,W008,2025-12-04,sale,-16,,
M00074366,IP00915,W011,2023-02-07,sale,-8,,
M00074367,IP01972,W008,2023-11-24,sale,-7,,
M00074368,IP01839,W001,2023-03-19,sale,-7,,
M00074369,IP01804,W009,2023-06-21,sale,-9,,
M00074370,IP00804,W005,2023-04-30,sale,-2,,
M00074371,IP00822,W004,2023-06-27,sale,-25,,
M00074372,IP00875,W011,2024-07-15,sale,-3,,
M00074373,IP01120,W007,2023-11-23,sale,-15,,
M00074374,IP02355,W007,2025-06-29,sale,-21,,
M00074375,IP00618,W004,2024-05-06,sale,-9,,
M00074376,IP02477,W006,2023-01-07,sale,-8,,
M00074377,IP01108,W005,2025-01-25,transfer,-13,,T0003192
M00074378,IP01108,W006,2025-01-25,transfer,13,,T0003192
M00074379,IP01495,W005,2023-10-09,sale,-9,,
M00074380,IP02334,W007,2023-02-22,transfer,-9,,T0003193
M00074381,IP02334,W010,2023-02-22,transfer,9,,T0003193
M00074382,IP02099,W004,2024-10-14,sale,-14,,
M00074383,IP02086,W007,2023-12-15,sale,-16,,
M00074384,IP01430,W002,2023-12-11,adjustment,6,,
M00074385,IP00078,W003,2024-11-04,sale,-8,,
M00074386,IP02424,W006,2023-12-29,sale,-25,,
M00074387,IP01831,W002,2025-12-29,transfer,-10,,T0003194
M00074388,IP01831,W012,2025-12-29,transfer,10,,T0003194
M00074389,IP02034,W003,2024-09-02,transfer,-24,,T0003195
M00074390,IP02034,W005,2024-09-02,transfer,24,,T0003195
M00074391,IP00606,W010,2025-11-29,sale,-8,,
M00074392,IP00665,W004,2023-03-17,sale,-6,,
M00074393,IP01114,W005,2025-12-21,adjustment,5,,
M00074394,IP01086,W011,2023-10-29,sale,-25,,
M00074395,IP00447,W005,2023-08-01,sale,-10,,
M00074396,IP02139,W005,2025-06-29,transfer,-4,,T0003196
M00074397,IP02139,W001,2025-06-29,transfer,4,,T0003196
M00074398,IP00704,W006,2023-09-17,transfer,-16,,T0003197
M00074399,IP00704,W005,2023-09-17,transfer,16,,T0003197
M00074400,IP02261,W002,2024-03-15,sale,-21,,
M00074401,IP02165,W003,2024-07-19,transfer,-24,,T0003198
M00074402,IP02165,W010,2024-07-19,transfer,24,,T0003198
M00074403,IP01474,W010,2024-01-14,adjustment,-7,,
M00074404,IP00496,W010,2025-04-28,sale,-6,,
M00074405,IP00378,W009,2024-05-28,sale,-15,,
M00074406,IP00662,W001,2025-08-01,sale,-10,,
M00074407,IP02232,W006,2024-05-15,sale,-16,,
M00074408,IP02409,W011,2023-12-09,transfer,-4,,T0003199
M00074409,IP02409,W008,2023-12-09,transfer,4,,T0003199
M00074410,IP00888,W009,2023-01-26,sale,-6,,
M00074411,IP00503,W011,2025-08-17,adjustment,6,,
M00074412,IP00021,W004,2024-12-20,sale,-5,,
M00074413,IP02014,W001,2025-02-17,sale,-2,,
M00074414,IP01844,W011,2023-07-15,sale,-15,,
M00074415,IP01189,W001,2025-12-01,sale,-4,,
M00074416,IP01177,W007,2025-01-02,sale,-16,,
M00074417,IP02075,W008,2025-07-31,transfer,-19,,T0003200
M00074418,IP02075,W006,2025-07-31,transfer,19,,T0003200
M00074419,IP00690,W002,2025-09-25,sale,-14,,
M00074420,IP00464,W001,2024-04-15,sale,-7,,
M00074421,IP01514,W002,2025-02-16,adjustment,3,,
M00074422,IP00159,W011,2025-11-20,sale,-3,,
M00074423,IP01027,W003,2024-01-03,sale,-11,,
M00074424,IP00908,W008,2023-10-05,sale,-23,,
M00074425,IP01822,W002,2024-04-04,sale,-1,,
M00074426,IP01975,W006,2024-02-27,adjustment,-3,,
M00074427,IP01749,W011,2024-10-13,transfer,-21,,T0003201
M00074428,IP01749,W001,2024-10-13,transfer,21,,T0003201
M00074429,IP02225,W003,2025-11-16,sale,-7,,
M00074430,IP00683,W010,2023-12-25,sale,-7,,
M00074431,IP01888,W002,2024-02-15,sale,-14,,
M00074432,IP01660,W005,2023-05-01,sale,-22,,
M00074433,IP01935,W002,2023-07-10,sale,-10,,
M00074434,IP00268,W009,2024-11-16,sale,-9,,
M00074435,IP00270,W011,2025-03-19,sale,-2,,
M00074436,IP00909,W003,2024-09-25,sale,-24,,
M00074437,IP01766,W002,2025-11-15,sale,-12,,
M00074438,IP02317,W002,2023-11-01,sale,-11,,
M00074439,IP00150,W003,2024-07-23,sale,-2,,
M00074440,IP01003,W003,2023-10-25,sale,-3,,
M00074441,IP02024,W002,2025-07-29,sale,-7,,
M00074442,IP01687,W009,2024-04-03,adjustment,-5,,
M00074443,IP00790,W010,2025-05-30,sale,-7,,
M00074444,IP01649,W004,2023-12-25,sale,-22,,
M00074445,IP01548,W002,2025-11-22,sale,-2,,
M00074446,IP02385,W002,2023-02-02,sale,-12,,
M00074447,IP01351,W004,2025-03-27,sale,-25,,
M00074448,IP02155,W005,2023-09-07,sale,-15,,
M00074449,IP01821,W005,2024-03-13,sale,-15,,
M00074450,IP00608,W010,2024-05-20,sale,-20,,
M00074451,IP02496,W003,2024-05-19,sale,-7,,
M00074452,IP00080,W007,2025-08-27,sale,-18,,
M00074453,IP00242,W002,2023-12-30,sale,-25,,
M00074454,IP02127,W012,2024-06-30,sale,-22,,
M00074455,IP00746,W004,2025-11-08,adjustment,7,,
M00074456,IP00158,W008,2023-05-22,sale,-23,,
M00074457,IP01389,W008,2025-05-04,sale,-23,,
M00074458,IP01841,W011,2023-12-16,sale,-5,,
M00074459,IP02310,W010,2025-07-16,sale,-25,,
M00074460,IP01231,W009,2025-09-03,sale,-18,,
M00074461,IP02361,W005,2025-05-13,sale,-21,,
M00074462,IP02397,W010,2023-12-29,sale,-18,,
M00074463,IP00416,W012,2023-08-06,sale,-13,,
M00074464,IP01958,W011,2023-02-21,sale,-1,,
M00074465,IP00888,W012,2024-02-29,transfer,-9,,T0003202
M00074466,IP00888,W009,2024-02-29,transfer,9,,T0003202
M00074467,IP00624,W001,2024-07-06,sale,-3,,
M00074468,IP01474,W002,2023-01-27,sale,-10,,
M00074469,IP01024,W012,2025-03-04,sale,-25,,
M00074470,IP01303,W009,2025-11-19,adjustment,-6,,
M00074471,IP02143,W011,2023-04-16,sale,-17,,
M00074472,IP01607,W007,2024-03-03,adjustment,-8,,
M00074473,IP00096,W004,2025-09-22,sale,-4,,
M00074474,IP00878,W011,2024-01-12,sale,-14,,
M00074475,IP01344,W003,2025-08-15,sale,-4,,
M00074476,IP02380,W011,2025-04-02,sale,-9,,
M00074477,IP00421,W007,2023-07-24,sale,-18,,
M00074478,IP01212,W009,2025-01-02,sale,-9,,
M00074479,IP01401,W012,2025-06-11,transfer,-9,,T0003203
M00074480,IP01401,W008,2025-06-11,transfer,9,,T0003203
M00074481,IP02474,W005,2024-01-11,transfer,-5,,T0003204
M00074482,IP02474,W001,2024-01-11,transfer,5,,T0003204
M00074483,IP00008,W008,2025-01-11,sale,-18,,
M00074484,IP01691,W004,2025-08-23,sale,-8,,
M00074485,IP00783,W005,2025-11-18,sale,-15,,
M00074486,IP01990,W008,2023-10-18,sale,-18,,
M00074487,IP01245,W008,2024-11-03,sale,-19,,
M00074488,IP01281,W005,2025-09-17,sale,-11,,
M00074489,IP01186,W005,2024-06-05,sale,-15,,
M00074490,IP02031,W006,2023-05-19,sale,-18,,
M00074491,IP00429,W001,2025-07-19,sale,-17,,
M00074492,IP02225,W010,2025-02-21,transfer,-10,,T0003205
M00074493,IP02225,W003,2025-02-21,transfer,10,,T0003205
M00074494,IP00100,W004,2024-02-01,sale,-13,,
M00074495,IP02007,W001,2023-10-11,sale,-21,,
M00074496,IP00079,W009,2024-09-08,transfer,-11,,T0003206
M00074497,IP00079,W002,2024-09-08,transfer,11,,T0003206
M00074498,IP01845,W007,2023-07-05,transfer,-1,,T0003207
M00074499,IP01845,W002,2023-07-05,transfer,1,,T0003207
M00074500,IP01855,W007,2025-01-13,adjustment,5,,
M00074501,IP00709,W008,2023-06-06,sale,-14,,
M00074502,IP01058,W003,2025-12-31,sale,-17,,
M00074503,IP01926,W004,2023-04-11,sale,-16,,
M00074504,IP00717,W010,2024-07-16,sale,-18,,
M00074505,IP00768,W010,2025-07-16,adjustment,-7,,
M00074506,IP00417,W009,2024-09-11,sale,-14,,
M00074507,IP01053,W011,2025-06-27,sale,-25,,
M00074508,IP00476,W010,2023-09-30,sale,-13,,
M00074509,IP00851,W010,2023-09-19,sale,-17,,
M00074510,IP01769,W005,2025-08-07,sale,-13,,
M00074511,IP00263,W012,2023-04-15,sale,-8,,
M00074512,IP01557,W004,2024-01-16,sale,-16,,
M00074513,IP01906,W001,2025-07-15,adjustment,2,,
M00074514,IP02439,W011,2024-03-29,sale,-3,,
M00074515,IP01896,W002,2024-07-18,adjustment,-3,,
M00074516,IP01489,W012,2024-11-18,sale,-5,,
M00074517,IP01385,W012,2025-12-16,sale,-10,,
M00074518,IP00298,W001,2025-10-09,sale,-10,,
M00074519,IP00995,W011,2023-01-19,sale,-3,,
M00074520,IP01555,W011,2024-05-29,sale,-21,,
M00074521,IP02350,W005,2025-12-20,sale,-8,,
M00074522,IP01645,W004,2023-07-27,sale,-11,,
M00074523,IP02370,W001,2024-11-13,sale,-12,,
M00074524,IP01422,W001,2025-09-07,adjustment,-3,,
M00074525,IP02222,W004,2024-03-26,sale,-8,,
M00074526,IP01952,W010,2023-09-05,sale,-17,,
M00074527,IP01766,W003,2025-03-28,sale,-2,,
M00074528,IP02476,W005,2023-02-17,sale,-20,,
M00074529,IP01511,W011,2023-01-10,adjustment,5,,
M00074530,IP00504,W003,2023-05-18,sale,-13,,
M00074531,IP01263,W009,2024-02-15,sale,-7,,
M00074532,IP00909,W010,2024-10-07,sale,-14,,
M00074533,IP01104,W002,2023-07-19,sale,-1,,
M00074534,IP01305,W009,2025-09-27,sale,-14,,
M00074535,IP00286,W006,2025-11-12,adjustment,-1,,
M00074536,IP01014,W001,2023-01-26,sale,-16,,
M00074537,IP01756,W004,2025-08-26,sale,-12,,
M00074538,IP00974,W010,2023-09-07,sale,-20,,
M00074539,IP01171,W005,2024-02-28,sale,-17,,
M00074540,IP01164,W012,2024-11-12,transfer,-11,,T0003208
M00074541,IP01164,W004,2024-11-12,transfer,11,,T0003208
M00074542,IP02417,W007,2023-07-25,sale,-12,,
M00074543,IP00750,W007,2025-05-09,sale,-20,,
M00074544,IP02429,W002,2023-03-13,adjustment,-2,,
M00074545,IP00138,W006,2024-10-29,sale,-19,,
M00074546,IP02143,W003,2024-09-04,transfer,-25,,T0003209
M00074547,IP02143,W004,2024-09-04,transfer,25,,T0003209
M00074548,IP00429,W005,2023-09-26,sale,-4,,
M00074549,IP00337,W003,2024-08-19,sale,-11,,
M00074550,IP00978,W006,2025-12-19,sale,-13,,
M00074551,IP00928,W005,2023-11-18,transfer,-12,,T0003210
M00074552,IP00928,W004,2023-11-18,transfer,12,,T0003210
M00074553,IP01309,W001,2023-09-21,sale,-24,,
M00074554,IP01494,W002,2024-09-06,adjustment,8,,
M00074555,IP02201,W010,2023-01-27,sale,-23,,
M00074556,IP01454,W004,2025-11-26,sale,-7,,
M00074557,IP02103,W001,2023-04-21,sale,-20,,
M00074558,IP00865,W005,2024-09-22,sale,-15,,
M00074559,IP02054,W008,2023-01-31,sale,-4,,
M00074560,IP00495,W011,2023-05-16,sale,-17,,
M00074561,IP01717,W001,2023-03-31,sale,-18,,
M00074562,IP00340,W010,2025-05-19,sale,-16,,
M00074563,IP00738,W003,2024-08-11,sale,-9,,
M00074564,IP00693,W003,2024-07-30,sale,-21,,
M00074565,IP00885,W001,2023-01-05,sale,-22,,
M00074566,IP01425,W008,2024-03-14,sale,-10,,
M00074567,IP02189,W006,2023-09-27,sale,-22,,
M00074568,IP01305,W008,2025-06-18,transfer,-14,,T0003211
M00074569,IP01305,W007,2025-06-18,transfer,14,,T0003211
